playerId,player,team,position,age,exp,bye,lower,upper,sdPts,dropoff,tier,ptSpread,overallECR,positionECR,sdRank,risk,sleeper,games,points,vor,vorLow,vorHigh,overallRank,positionRank,ptsGame,vorGame,vorGameLow,vorGameHigh,adp,auctionValue,adpDiff,cost,ppdollar
2553435,D.Johnson,ARI,RB,26,2,8,300,333.063336074643,13.2873923214239,49.1688930544148,1,33.0633360746434,1.2,1.1,0.4,3.79072715549988,NA,16,320.734489528888,187.653518350782,204.943413006965,179.303661891138,1,1,20.0459055955555,11.7283448969239,12.8089633129353,11.2064788681961,1.5433,67.49,-0.5433,75,4.27645986038517
2540175,L.Bell,PIT,RB,25,4,9,280.03,328.111564440723,19.9658647904543,65.577921142488,2,48.0815644407229,1.9,1.9,0.4,4.06058547246431,NA,16,303.541329738716,170.46035856061,184.973413006965,174.351890257218,2,2,18.9713331086698,10.6537724100381,11.5608383129353,10.8969931410761,2.3,65.14,-0.3,72,4.21585180192661
2508061,A.Brown,PIT,WR,29,7,9,224.867165117017,285.264521030915,24.1296886832239,19.2166461474646,1,60.397355913898,3.7,1.2,0.6,3.29465660705202,NA,16,261.347567038106,113.409600331395,94.4510518653866,121.347748449562,3,1,16.3342229398816,7.08810002071216,5.90319074158666,7.58423427809761,4.5133,61.64,-1.5133,68,3.84334657408979
79607,L.McCoy,BUF,RB,29,8,6,211,262.055252790588,17.8094655387082,9.14479156892403,3,51.055252790588,6.7,3.8,1.3,5.97822862975359,NA,16,239.58986321023,106.508892032124,115.943413006965,108.295578607083,4,3,14.9743664506394,6.65680575200776,7.24646331293533,6.76847366294269,6.9967,52.87,-2.9967,59,4.06084513915644
2543583,D.Freeman,ATL,RB,25,3,5,225.77,242.849331395349,7.47697878858567,12.5682246888772,3,17.0793313953488,9.4,4.9,1.4,3.23668436324059,NA,16,236.336953982226,103.255982804121,130.713413006965,89.0896572118438,5,4,14.7710596238891,6.45349892525755,8.16958831293533,5.56810357574024,9.6633,45.83,-4.6633,51,4.63405792122012
2495454,J.Jones,ATL,WR,28,6,5,222.65,277.045338440271,23.9250635940045,18.3872673612582,2,54.3953384402708,5,2.3,0.9,3.88624368423862,NA,16,250.666340725413,102.728374018701,92.2338867483697,113.128565858918,6,2,15.6666462953383,6.42052337616884,5.76461792177311,7.07053536618236,5.0433,59.39,0.9567,66,3.79797485947595
2555418,J.Howard,CHI,RB,23,1,9,220.1,226.681352268309,3.22842303435486,6.98935063914035,4,6.58135226830942,15,8,2,3.18579208953025,NA,16,224.553189300385,91.4722181222794,125.043413006965,72.9216780848044,7,5,14.0345743312741,5.71701363264246,7.81521331293533,4.55760488030028,12.45,39.48,-5.45,44,5.10348157500875
2552469,M.Gordon,LAC,RB,24,2,8,211.833591588268,228.092093023256,6.68729939485634,11.6202146286545,5,16.2585014349879,8.5,4.6,1.3,4.1020220389421,NA,16,222.984269286313,89.9032981082077,116.777004595233,74.3324188397508,8,6,13.9365168303946,5.61895613176298,7.29856278720207,4.64577617748443,10.65,45.105,-2.65,50,4.45968538572627
2543496,O.Beckham,NYG,WR,25,3,8,201.638979488494,255.915956663569,24.6574130817571,4.3748762613784,3,54.2769771750754,6.8,3.5,1.4,3.39591839370477,NA,16,233.59550105587,85.6575343491586,71.2228662368633,91.999184082216,9,3,14.5997188159919,5.35359589682241,4.45142913980396,5.7499490051385,6.5367,55.92,2.4633,62,3.76766937186887
1032,J.Nelson,GB,WR,32,9,8,204.165439410262,240.914535476681,15.8334755625457,6.50346230263082,3,36.7490960664197,10.8,5.5,1.4,3.40099326337292,NA,16,230.962645672439,83.0246789657278,73.7493261586312,76.9977628953282,10,4,14.4351653545274,5.18904243535799,4.60933288491445,4.81236018095801,12.3,46.71,-2.3,52,4.44158933985459
2543468,M.Evans,TB,WR,24,3,11,212.93,241.094873677016,19.7885444331559,8.4560123473544,3,28.1648736770163,8.7,4.4,1.2,3.44328233050333,NA,16,227.478603916544,79.5406372098326,82.5138867483697,77.1781010956633,11,5,14.217412744784,4.97128982561454,5.15711792177311,4.82363131847895,8.81,52.475,2.19,58,3.92204489511282
2552582,J.Ajayi,MIA,RB,24,2,11,196.038146551724,227.100955897253,12.5320289433686,4.55452356274256,6,31.0628093455284,11.6,6.2,1.4,4.38575848708911,NA,16,212.143408036176,79.0624368580704,100.981559558689,73.3412817137475,12,7,13.258963002261,4.9414023036294,6.31134747241809,4.58383010710922,10.37,42.5,1.63,47,4.5136895326846
2495207,D.Murray,TEN,RB,29,6,8,202.043510536398,213.68311636103,4.21062616378504,11.086979231547,6,11.6396058246319,14.8,8,1.9,3.60665724317271,NA,16,210.584701279142,77.503730101036,106.986923543364,59.9234421775254,13,8,13.1615438299463,4.84398313131475,6.68668272146023,3.74521513609534,10.02,42.99,2.98,48,4.38718127664878
