"","playerID","name","Team","pass.att","pass.comp","passyds","pass.tds","pass.ints","pass.twopta","pass.twoptm","rush.att","rushyds","rushtds","rushlng","rushlngtd","rush.twopta","rush.twoptm","recept","recyds","rec.tds","reclng","reclngtd","rec.twopta","rec.twoptm","kick.rets","kickret.avg","kickret.tds","kick.ret.lng","kickret.lngtd","punt.rets","puntret.avg","puntret.tds","puntret.lng","puntret.lngtd","fgm","fga","fgyds","totpts.fg","xpmade","xpmissed","xpa","xpb","xppts.tot","tackles","asst.tackles","sacks","defints","forced.fumbs","totalfumbs","recfumbs","totalrecfumbs","fumbyds","fumbslost","games","value","Season"
"1","00-0027866","E.Thomas","SEA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,69,26,0,1,3,1,0,1,0,1,16,-2,2014
"2","00-0026998","P.Harvin","SEA",0,0,0,0,0,0,0,11,92,1,73,51,0,0,22,133,0,67,0,0,0,12,83,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,5,38.5,2014
"3","00-0028434","D.Baldwin","SEA",0,0,0,0,0,0,0,1,8,0,8,0,0,0,66,825,3,376,39,0,0,5,44,0,50,0,6,13,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,135.8,2014
"4","00-0025399","M.Lynch","SEA",0,0,0,0,0,0,0,280,1306,13,355,128,0,0,37,367,4,223,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,2,16,282.8,2014
"5","00-0029159","J.Kearse","SEA",1,1,17,0,0,0,0,2,15,0,11,0,0,0,38,537,1,358,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,15,80.8,2014
"6","00-0029263","R.Wilson","SEA",452,285,3475,20,7,1,0,118,849,6,357,69,0,0,1,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,5,-4,0,16,318.1,2014
"7","00-0029068","D.Coleman","SEA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,29,1,29,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9.9,2014
"8","00-0025425","Z.Miller","SEA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,76,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10.6,2014
"9","00-0029273","R.Turbin","SEA",0,0,0,0,0,0,0,74,310,0,128,0,0,0,16,186,2,150,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,16,67.6,2014
"10","00-0029295","J.Lane","SEA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,1,0,0,0,0,0,5,0,2014
"11","00-0024102","T.McDaniel","SEA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,0,0,0,0,0,0,0,0,13,0,2014
"12","00-0028442","R.Lockette","SEA",0,0,0,0,0,0,0,1,2,0,2,0,0,0,11,195,2,180,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,37.2,2014
"13","00-0029193","B.Irvin","SEA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,12,6,2,1,0,0,0,0,0,15,0,2014
"14","00-0030089","L.Willson","SEA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,362,3,241,103,0,0,3,28,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,12,65.7,2014
"15","00-0025944","S.Hauschka","SEA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,36,567,93,41,0,41,0,41,0,0,0,0,0,0,0,1,0,0,16,0,2014
"16","00-0029255","B.Wagner","SEA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,37,2,0,0,0,0,0,0,0,11,0,2014
"17","00-0027733","K.Chancellor","SEA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,18,0,1,1,0,0,0,0,0,14,0,2014
"18","00-0028037","K.Wright","SEA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,33,2,0,2,0,0,1,0,0,16,0,2014
"19","00-0028111","B.Maxwell","SEA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,4,0,2,0,0,0,1,0,0,12,0,2014
"20","00-0027730","O.Schofield","SEA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,4,0,0,0,0,1,0,0,13,0,2014
"21","00-0026232","C.Avril","SEA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,5.5,0,1,0,0,1,0,0,13,0,2014
"22","00-0028180","M.Smith","SEA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,9,0,0,2,0,0,0,0,0,7,0,2014
"23","00-0029942","M.Burley","SEA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,10,1,1,0,0,0,0,0,0,10,0,2014
"24","00-0026618","M.Bennett","SEA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,12,6,0,1,0,0,0,0,0,14,0,2014
"25","00-0022073","K.Williams","SEA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,12,2,0,0,0,0,0,0,0,13,0,2014
"26","00-0023459","A.Rodgers","GB",520,341,4381,38,5,2,1,43,269,2,153,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,5,-16,2,16,345.1,2014
"27","00-0031333","H.Clinton-Dix","GB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,63,28,1,1,0,0,0,1,0,0,15,0,2014
"28","00-0030090","M.Hyde","GB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,47,0,53,0,15,179,2,197,130,0,0,0,0,0,0,0,0,0,44,14,1,2,0,1,0,0,0,0,16,15.5,2014
"29","00-0028002","R.Cobb","GB",0,0,0,0,0,0,0,12,37,0,30,0,0,0,91,1287,12,481,148,1,1,1,0,0,0,0,14,60,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,2,16,248.4,2014
"30","00-0028409","D.Harris","GB",0,0,0,0,0,0,0,16,64,0,27,0,0,0,1,11,0,11,0,0,0,22,221,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12.5,2014
"31","00-0027791","J.Starks","GB",0,0,0,0,0,0,0,85,333,2,162,16,0,0,18,140,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,67.3,2014
"32","00-0030485","E.Lacy","GB",0,0,0,0,0,0,0,246,1139,9,324,66,0,0,42,427,4,291,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,2,16,250.6,2014
"33","00-0022999","J.Kuhn","GB",0,0,0,0,0,0,0,24,85,1,47,2,0,0,4,23,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,18.8,2014
"34","00-0026176","J.Nelson","GB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,1519,13,619,431,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,16,278.9,2014
"35","00-0027753","A.Quarless","GB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,323,3,209,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,64.8,2014
"36","00-0025580","M.Crosby","GB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,30,565,81,53,0,53,2,53,0,0,0,0,0,0,0,0,0,0,16,0,2014
"37","00-0024061","T.Williams","GB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,10,0,3,0,0,0,1,0,0,16,0,2014
"38","00-0027664","M.Neal","GB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,13,4.5,0,0,0,0,0,0,0,15,0,2014
"39","00-0029284","M.Daniels","GB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,12,5.5,0,0,0,0,0,0,0,14,0,2014
"40","00-0030576","D.Jones","GB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,1.5,1,0,0,0,0,0,0,9,0,2014
"41","00-0027676","M.Burnett","GB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,33,1.5,1,1,0,0,1,0,0,15,0,2014
"42","00-0024220","A.Hawk","GB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,37,0.5,0,0,0,0,0,0,0,16,0,2014
"43","00-0027002","C.Matthews","GB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,16,11,1,1,0,0,0,0,0,15,0,2014
"44","00-0021140","J.Peppers","GB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,15,7,2,4,0,0,3,2,0,15,0,2014
"45","00-0029408","N.Perry","GB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,3,0,0,0,0,1,0,0,12,0,2014
"46","00-0026946","B.Jones","GB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,5,0,2014
"47","00-0027440","S.Shields","GB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,7,0,2,0,0,0,0,0,0,14,0,2014
"48","00-0029261","C.Hayward","GB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,9,0,3,0,0,0,2,49,0,14,0,2014
"49","00-0027970","D.Sherrod","GB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2014
"50","00-0027944","JulioJones","ATL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,116,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,13.1,2014
"51","00-0029770","J.Bartu","ATL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,36,1,0,0,0,0,2,0,0,14,0,2014
"52","00-0024272","D.Hester","ATL",0,0,0,0,0,0,0,6,36,1,36,20,0,0,38,504,2,277,53,0,0,45,389,0,518,0,18,142,1,238,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,1,16,108.5,2014
"53","00-0022736","S.Jackson","ATL",0,0,0,0,0,0,0,190,707,6,217,19,0,0,20,148,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,131.5,2014
"54","00-0028083","J.Rodgers","ATL",0,0,0,0,0,0,0,58,217,1,114,17,1,0,29,173,1,107,8,0,0,1,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,16,64.5,2014
"55","00-0031285","D.Freeman","ATL",0,0,0,0,0,0,0,65,248,1,163,31,0,0,30,225,1,153,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,16,72.3,2014
"56","00-0026855","A.Smith","ATL",0,0,0,0,0,0,0,23,144,2,112,86,0,0,13,222,3,191,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,10,71.1,2014
"57","00-0026253","D.Lowery","ATL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,19,1,2,2,0,0,1,0,0,16,0,2014
"58","00-0026143","M.Ryan","ATL",628,415,4694,28,14,1,1,29,145,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,-3,2,16,280.1,2014
"59","00-0030443","L.Toilolo","ATL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,238,2,153,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,15,49.3,2014
"60","00-0026224","H.Douglas","ATL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,556,2,194,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,93.1,2014
"61","00-0023462","R.White","ATL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,921,7,334,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,1,14,170.1,2014
"62","00-0023494","J.Babineaux","ATL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,2,0,0,0,0,0,0,0,12,0,2014
"63","00-0020578","M.Bryant","ATL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,31,507,87,40,0,40,0,40,0,0,0,0,0,0,0,0,0,0,16,0,2014
"64","00-0029792","P.Worrilow","ATL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,59,2,0,2,0,0,0,0,0,16,0,2014
"65","00-0027031","W.Moore","ATL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,0,0,2,0,0,0,0,0,6,0,2014
"66","00-0026294","K.Biermann","ATL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,34,5,0,1,0,0,0,0,0,16,0,2014
"67","00-0027840","R.McClain","ATL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,10,1,2,0,0,0,0,0,0,14,0,2014
"68","00-0030528","R.Alford","ATL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,6,0,3,0,0,0,0,0,0,10,0,2014
"69","00-0030562","D.Trufant","ATL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,8,0,3,0,0,0,1,15,0,16,0,2014
"70","00-0029617","J.Massaquoi","ATL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,2,0,0,0,0,0,0,0,10,0,2014
"71","00-0021977","O.Umenyiora","ATL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,2.5,0,0,0,0,1,86,0,8,0,2014
"72","00-0030425","S.Maponga","ATL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,2,6,0,4,0,2014
"73","00-0030427","K.Ishmael","ATL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,27,0,4,1,0,0,1,18,0,15,0,2014
"74","00-0026980","T.Jackson","ATL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,0,0,0,0,0,0,0,0,13,0,2014
"75","00-0024466","M.Colston","NO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,902,5,389,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,15,147.7,2014
"76","00-0029658","C.White","NO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,3,1,2,1,0,0,1,0,0,14,0,2014
"77","00-0024813","P.Thomas","NO",0,0,0,0,0,0,0,45,222,2,121,28,0,0,45,378,1,170,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,100.5,2014
"78","00-0029205","T.Cadet","NO",0,0,0,0,0,0,0,10,32,0,30,0,0,0,38,296,1,156,5,0,0,16,192,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,14,57.8,2014
"79","00-0031236","B.Cooks","NO",0,0,0,0,0,0,0,7,73,1,67,4,0,0,53,550,3,228,84,0,0,1,12,0,12,0,10,26,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,112.3,2014
"80","00-0027966","M.Ingram","NO",0,0,0,0,0,0,0,226,964,9,227,45,0,0,29,145,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,13,175.4,2014
"81","00-0020531","D.Brees","NO",659,456,4952,33,17,1,0,27,68,1,66,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,-22,3,16,299.4,2014
"82","00-0030348","K.Robinson","NO",0,0,0,0,0,0,0,76,362,3,157,21,0,0,8,63,0,50,0,0,0,1,28,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,9,61,2014
"83","00-0022943","B.Watson","NO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,136,2,99,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,35.6,2014
"84","00-0027696","J.Graham","NO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,889,10,251,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,14,187.4,2014
"85","00-0019536","S.Graham","NO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,22,403,57,46,0,46,1,46,0,0,0,0,0,0,0,0,0,0,16,0,2014
"86","00-0026177","C.Lofton","NO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,45,0,0,1,0,0,1,0,0,16,0,2014
"87","00-0025999","D.Hawthorne","NO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,31,3,1,0,0,0,0,0,0,12,0,2014
"88","00-0029657","A.Hicks","NO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,14,2,0,0,0,0,0,0,0,15,0,2014
"89","00-0024229","B.Bunkley","NO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0,0,9,0,2014
"90","00-0027551","J.Galette","NO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,12,10,0,3,0,0,0,0,0,15,0,2014
"91","00-0030060","K.Vaccaro","NO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,23,1,2,0,0,0,0,0,0,15,0,2014
"92","00-0027195","R.Bush","NO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,11,0,0,0,0,0,0,0,0,10,0,2014
"93","00-0027018","J.Byrd","NO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,0,0,1,0,0,0,0,0,4,0,2014
"94","00-0029208","T.Walker","NO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,2.5,0,1,0,0,0,0,0,11,0,2014
"95","00-0026903","K.Lewis","NO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,4,0,2,0,0,0,0,0,0,15,0,2014
"96","00-0027882","P.Robinson","NO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,7,0,2,0,0,0,0,0,0,13,0,2014
"97","00-0027962","C.Jordan","NO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,19,7.5,1,0,0,0,1,0,0,15,0,2014
"98","00-0027838","B.Deaderick","NO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,6,0,2014
"99","00-0030525","T.Austin","STL",0,0,0,0,0,0,0,36,224,2,146,24,0,0,32,239,0,155,0,0,0,2,19,0,19,0,35,128,1,264,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,0,0,15,80.3,2014
"100","00-0028957","A.Davis","STL",285,181,1998,12,9,0,0,16,36,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,3,9,106.4,2014
"101","00-0020679","S.Hill","STL",229,145,1657,8,7,0,0,10,10,1,10,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,-5,1,8,83.7,2014
"102","00-0028958","C.Harkey","STL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,55,1,49,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,15.5,2014
"103","00-0029614","C.Givens","STL",0,0,0,0,0,0,0,1,4,0,4,0,0,0,11,159,1,153,47,0,0,5,63,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,28.8,2014
"104","00-0030536","Z.Stacy","STL",0,0,0,0,0,0,0,77,291,1,84,2,0,0,18,152,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,9,55.3,2014
"105","00-0029795","B.Cunningham","STL",0,0,0,0,0,0,0,65,248,3,128,18,0,0,45,352,1,172,5,0,0,35,334,0,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,2,16,110.5,2014
"106","00-0029621","G.Zuerlein","STL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,29,483,72,34,1,35,0,34,0,0,0,0,0,0,0,0,0,0,16,0,2014
"107","00-0028899","R.McLeod","STL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,10,0,2,2,0,1,3,9,0,16,0,2014
