name,position,team,id,draftsSelectedIn,averagePick,minPick,maxPick
K.Benjamin,WR,CAR,11673,1449,50.26,4,357
A.Johnson,WR,IND,6931,3865,51.73,15,392
T.Gurley,RB,STL,12150,3904,52.41,1,565
S.Watkins,WR,BUF,11670,3912,52.96,7,188
D.Brees,QB,NO,4925,3860,53.30,1,227
T.Kelce,TE,KC,11244,3898,54.56,13,239
G.Olsen,TE,CAR,8687,3914,54.63,10,238
J.Landry,WR,MIA,11680,3921,55.14,10,226
B.Roethlisberger,QB,PIT,7401,3862,55.51,2,601
A.Ellington,RB,ARI,11175,3904,55.83,17,243
J.Maclin,WR,KC,9436,3919,56.10,14,164
A.Abdullah,RB,DET,12155,3904,56.49,8,569
J.Randle,RB,FA*,11200,3873,57.34,14,413
A.Foster,RB,HOU,9690,3887,58.34,2,309
L.Kuechly,LB,CAR,10773,266,59.59,7,180
B.Marshall,WR,NYJ,8360,3920,61.26,17,197
T.Yeldon,RB,JAC,12153,3907,62.14,21,568
J.Stewart,RB,CAR,9101,3910,62.41,6,311
D.Adams,WR,GB,11675,3899,64.18,2,260
M.Ryan,QB,ATL,9099,3860,66.07,2,213
A.Robinson,WR,JAC,11678,3894,67.58,2,381
C.Spiller,RB,NO,9822,3886,68.45,12,351
D.Jackson,WR,WAS,9075,3907,68.59,10,203
D.Martin,RB,TBB,10709,3909,68.93,7,456
M.Bryant,WR,PIT,11688,3896,68.99,13,249
N.Agholor,WR,PHI,12181,3892,70.32,14,571
L.David,LB,TBB,10768,268,71.34,12,237
M.Bennett,TE,CHI,9044,3889,72.84,9,295
G.Bernard,RB,CIN,11193,3896,75.35,16,337
T.Brady,QB,NE,5848,3860,76.72,1,330
T.Romo,QB,DAL,7260,3847,77.18,1,417
M.Stafford,QB,DET,9431,3854,79.83,2,204
V.Jackson,WR,TBB,7873,3885,81.96,33,346
M.Wallace,WR,MIN,9525,3890,85.51,31,335
C.Newton,QB,CAR,10273,3852,85.58,1,226
C.Mosley,LB,BAL,11728,264,85.77,14,242
C.Ivory,RB,NYJ,10077,3899,86.70,1,345
R.Tannehill,QB,MIA,10697,3853,86.80,1,226
C.Johnson,WR,MIN,11409,3852,87.40,14,368
L.Blount,RB,NE,9898,3886,87.90,16,348
R.Quinn,DE,STL,10269,255,88.65,20,224
T.Coleman,RB,ATL,12152,3847,89.62,29,575
J.Bell,RB,DET,10048,3833,89.95,19,333
L.Fitzgerald,WR,ARI,7393,3904,92.41,13,318
J.Thomas,TE,JAC,10372,3806,92.62,15,345
B.Wagner,LB,SEA,10775,267,92.78,28,254
K.White,WR,CHI,12177,1552,93.08,9,570
J.Cameron,TE,MIA,10352,3803,95.29,26,297
J.Witten,TE,DAL,6997,3864,96.22,13,381
J.Brown,WR,ARI,11783,3853,96.26,23,448
R.White,WR,ATL,7839,3821,96.30,36,405
I.Crowell,RB,CLE,11668,3847,96.85,40,290
V.Cruz,WR,NYG,10080,3854,96.88,9,312
S.Seahawks,Def,SEA,0515,3406,97.09,6,252
D.Levy,LB,DET,9517,259,98.44,14,226
R.Jennings,RB,NYG,9680,3867,99.09,25,348
Z.Ertz,TE,PHI,11247,3749,102.87,20,271
S.Vereen,RB,NYG,10303,3812,102.93,28,333
S.Smith,WR,BAL,4974,3864,102.99,19,414
N.Bowman,LB,SF,9840,263,103.10,27,254
E.Manning,QB,NYG,7391,3841,103.47,5,332
T.Smith,WR,SF,10289,3836,105.63,42,297
J.Houston,LB,KC,10277,260,106.63,24,235
E.Decker,WR,NYJ,9881,3825,106.80,38,433
M.Floyd,WR,ARI,10721,3766,106.80,26,331
C.Jones,DE,NE,10753,252,108.53,31,233
P.Rivers,QB,SD,7394,3842,108.61,3,629
S.Bradford,QB,PHI,9817,3819,110.39,5,321
R.Mathews,RB,PHI,9851,3834,110.80,36,346
D.Freeman,RB,ATL,11660,3778,112.15,1,387
H.Smith,S,MIN,10783,244,112.85,18,240
T.Mason,RB,STL,11650,3758,113.68,22,333
B.Bills,Def,BUF,0501,3392,113.92,14,353
T.Eifert,TE,CIN,11250,3660,115.16,8,309
K.Wright,WR,TEN,10720,3729,115.54,39,329
D.McFadden,RB,DAL,9087,3833,115.62,10,357
D.Johnson,RB,CLE,12157,3695,116.27,49,574
H.Texans,Def,HOU,0532,3394,116.78,22,294
D.Parker,WR,MIA,12176,3537,116.88,14,573
A.Blue,RB,HOU,11834,3756,116.97,8,487
D.Walker,TE,TEN,8416,3693,117.03,31,404
A.Boldin,WR,SF,6982,3786,117.06,24,438
D.Funchess,WR,CAR,12205,3665,118.98,35,581
B.LaFell,WR,NE,9843,3530,119.08,32,587
B.Sankey,RB,TEN,11653,3759,119.56,38,343
K.Alonso,LB,PHI,11308,245,119.71,27,280
T.Bridgewater,QB,MIN,11640,3793,120.57,1,305
A.Ogletree,LB,STL,11293,237,120.85,46,266
P.Posluszny,LB,JAC,8669,263,123.10,29,271
J.Collins,LB,NE,11349,243,124.34,41,275
K.Mack,LB,OAK,11721,248,125.38,20,288
B.Perriman,WR,BAL,12197,3354,125.48,25,572
M.Burnett,S,GB,9864,244,126.17,41,245
M.Colston,WR,NO,8493,3754,127.60,37,533
P.Garcon,WR,WAS,9250,3648,127.84,45,305
S.Gostkowski,PK,NE,8359,3504,127.96,11,421
S.Rams,Def,STL,0528,3399,129.15,35,331
D.Woodhead,RB,SD,9693,3658,129.56,32,538
O.Daniels,TE,DEN,8339,3664,131.55,34,455
K.Rudolph,TE,MIN,10312,3572,133.20,36,405
E.Griffen,DE,MIN,9828,233,133.39,44,275
D.Allen,TE,IND,10742,3599,133.81,14,331
T.Williams,WR,DAL,11211,3662,134.54,20,354
V.Miller,LB,DEN,10267,242,134.75,39,301
K.Davis,RB,KC,11194,3529,134.82,42,383
D.Cobb,RB,TEN,12158,2929,135.79,47,587
D.Johnson,RB,ARI,12171,3243,136.09,3,583
E.Royal,WR,CHI,9120,3273,136.88,45,624
A.Gates,TE,SD,7236,3665,136.96,27,392
D.Green-Beckham,WR,TEN,12180,2907,138.47,21,577
B.Quick,WR,STL,10735,3474,139.88,43,352
C.Campbell,DE,ARI,9051,228,139.99,51,280
M.Wheaton,WR,PIT,11229,3279,140.01,23,568
P.Worrilow,LB,ATL,11457,233,140.43,33,274
N.Suh,DT,MIA,9815,237,140.47,31,348
J.Gordon,WR,CLE,10960,560,141.64,21,434
A.Seferian-Jenkins,TE,TBB,11697,3131,141.67,54,408
J.Flacco,QB,BAL,9064,3605,143.01,9,613
C.Kaepernick,QB,SF,10297,3530,143.86,3,308
D.Sproles,RB,PHI,7942,3477,144.02,11,482
P.Eagles,Def,PHI,0518,3278,144.40,31,354
J.Ajayi,RB,MIA,12154,1644,145.47,50,585
J.Hill,TE,NO,11529,3232,145.80,38,366
M.Dolphins,Def,MIA,0503,3332,146.17,26,383
J.Winston,QB,TBB,12140,3002,146.58,11,576
C.Sims,RB,TBB,11656,3015,146.94,33,429
D.Moncrief,WR,IND,11677,2032,147.20,20,468
K.Stills,WR,MIA,11227,3005,148.96,48,385
A.Vinatieri,PK,IND,2842,3485,148.99,25,577
S.Johnson,WR,SD,9269,3220,149.06,48,607
C.Dunlap,DE,CIN,9825,230,149.15,73,368
R.Jones,S,MIA,9966,238,150.28,36,372
M.Mariota,QB,TEN,12141,2823,150.48,14,578
N.Jets,Def,NYJ,0505,3274,150.85,44,330
C.Palmer,QB,ARI,6929,3478,150.88,10,527
C.Latimer,WR,DEN,11758,2538,151.12,44,408
R.Bush,RB,SF,8243,3416,151.55,16,466
E.Weddle,S,SD,8713,234,151.71,41,298
D.Broncos,Def,DEN,0511,3257,151.94,6,299
M.Crabtree,WR,OAK,9427,3217,152.40,42,371
M.Kendricks,LB,PHI,10807,203,152.47,71,345
M.Jones,RB,WAS,12162,2754,152.65,29,591
P.Dorsett,WR,IND,12188,2494,152.99,44,586
E.Ebron,TE,DET,11695,2333,154.50,25,441
D.Carr,QB,OAK,11644,2440,154.73,6,431
J.Pierre-Paul,DE,NYG,9833,196,154.99,34,325
A.Cardinals,Def,ARI,0519,3268,155.02,45,280
R.Hillman,RB,DEN,10812,2586,157.54,30,612
D.Lewis,RB,NE,10389,369,157.93,14,463
R.Randle,WR,NYG,10725,2744,158.04,48,379
P.Harvin,WR,BUF,9441,2862,158.10,41,369
C.Fleener,TE,IND,10743,2775,158.22,15,362
J.McKinnon,RB,MIN,11761,1938,158.24,35,407
J.Cyprien,S,JAC,11347,223,158.26,63,310
S.Lee,LB,DAL,9866,233,158.33,48,308
E.Ansah,DE,DET,11267,216,158.87,19,306
S.Hauschka,PK,SEA,9319,3491,159.12,33,457
J.Strong,WR,HOU,12179,1214,159.68,45,592
M.Williams,TE,BAL,12206,1377,159.82,60,584
J.Cutler,QB,CHI,8252,3031,160.84,34,510
D.Williams,RB,PIT,8268,3123,160.98,10,499
M.Williams,DE,BUF,8242,228,161.32,31,515
A.Dalton,QB,CIN,10313,2492,161.74,2,429
J.Tucker,PK,BAL,10976,3489,162.21,36,424
M.Ball,RB,FA*,11174,2069,162.35,36,475
V.Davis,TE,DEN,8247,3006,163.55,25,588
A.Williams,RB,NYG,11658,2619,163.57,28,441
C.Wake,DE,MIA,9425,234,163.65,55,338
B.Marshall,LB,DEN,10850,195,163.75,62,346
D.Baldwin,WR,SEA,10527,2683,163.77,20,407
T.Lockett,WR,SEA,12187,1913,164.01,2,594
M.Jones,WR,CIN,10738,2343,164.04,45,541
M.Crosby,PK,GB,8742,3455,164.09,31,535
R.Ninkovich,DE,NE,8376,224,164.78,41,370
B.Bortles,QB,JAC,11642,1458,165.56,12,450
G.Packers,Def,GB,0523,2726,166.80,38,349
R.Helu,RB,OAK,10355,2365,167.13,7,526
C.Parkey,PK,PHI,11966,3447,167.13,34,460
J.Reed,TE,WAS,11248,2101,167.48,18,400
C.Panthers,Def,CAR,0527,2909,167.52,47,323
L.Green,TE,SD,10744,1741,167.64,32,444
T.McDonald,S,STL,11326,216,167.81,64,297
D.Jackson,LB,IND,8275,216,167.98,45,367
C.Michael,RB,SEA,11179,1385,169.11,47,479
J.Allen,RB,BAL,12159,1180,169.37,55,590
D.Bailey,PK,DAL,10506,3468,169.87,54,488
C.Artis-Payne,RB,CAR,12161,2013,169.92,50,597
N.Patriots,Def,NE,0504,2484,170.26,37,337
H.Clinton-Dix,S,GB,11740,222,170.63,75,284
H.Miller,TE,PIT,7842,2375,171.98,23,579
L.Donnell,TE,NYG,11521,2163,172.28,49,408
C.Clay,TE,BUF,10409,2190,172.34,62,387
B.Coleman,WR,NO,11754,1865,172.34,19,608
B.Ravens,Def,BAL,0531,2256,172.72,57,347
R.Wayne,WR,FA*,4923,1091,173.58,40,801
M.Wilkerson,DE,NYJ,10314,200,174.64,52,373
N.Foles,QB,STL,10699,1655,175.18,49,487
T.Montgomery,WR,GB,12261,1698,175.60,31,609
K.Chiefs,Def,KC,0512,2094,175.80,50,352
F.Jackson,RB,SEA,8934,2321,175.82,37,579
R.Rodgers,TE,GB,11785,2051,176.15,46,593
J.Gray,RB,JAC,11332,1742,176.34,42,657
C.Patterson,WR,MIN,11225,1291,177.31,43,457
J.Jones,WR,GB,8776,735,177.73,44,604
B.McManus,PK,DEN,11947,2120,178.80,40,471
A.Smith,QB,KC,7813,1471,179.97,4,585
D.Lions,Def,DET,0522,1332,181.99,46,357
A.Hurns,WR,JAC,11925,1423,182.20,18,479
D.Robinson,RB,JAC,11210,1852,182.77,51,552
M.Bryant,PK,ATL,6789,3173,182.83,45,625
J.Langford,RB,CHI,12156,1003,184.11,27,596
M.Prater,PK,DET,8930,2635,184.91,40,645
C.Matthews,LB,GB,9464,216,185.53,44,358
M.Vikings,Def,MIN,0524,1573,186.04,61,349
C.Bengals,Def,CIN,0506,1423,186.93,90,335
J.Janis,WR,GB,11870,1262,187.69,49,445
T.West,RB,BAL,11746,1329,188.17,67,533
J.Starks,RB,GB,9987,1846,188.19,78,558
C.Barth,PK,TBB,9307,1754,189.22,59,548
T.Taylor,QB,BUF,10413,889,189.45,23,654
P.Steelers,Def,PIT,0510,922,189.46,54,351
C.Conley,WR,KC,12257,693,190.15,57,641
D.Cowboys,Def,DAL,0516,881,190.68,21,360
S.Janikowski,PK,OAK,5666,1257,190.75,27,660
E.Thomas,S,SEA,9829,214,191.06,50,310
D.Herron,RB,IND,10881,1388,191.13,88,517
J.Scobee,PK,FA,7527,862,191.65,87,464
D.Bowe,WR,CLE,8667,1453,192.00,66,455
I.Colts,Def,IND,0502,1204,192.15,36,371
J.Robinson,RB,FA,12163,872,192.35,94,607
S.49ers,Def,SF,0530,746,192.37,34,358
R.Griffin III,QB,WAS,10696,918,192.40,62,472
K.Britt,WR,STL,9467,1424,192.50,61,459
K.Chancellor,S,SEA,9947,209,193.08,24,342
S.Diggs,WR,MIN,12186,452,193.90,26,608
D.Carpenter,PK,BUF,9299,1613,194.16,69,682
M.Lee,WR,JAC,11672,717,194.25,84,470
S.Coates,WR,PIT,12178,641,194.64,77,599
B.Walsh,PK,MIN,10872,1832,195.22,65,602
C.Johnson,RB,ARI,9078,1080,195.28,27,703
C.Browns,Def,CLE,0507,782,195.70,84,351
T.Austin,WR,STL,11213,929,196.05,33,458
T.Mathieu,S,ARI,11313,214,196.26,59,368
D.Smith,WR,NYJ,12182,561,196.39,80,636
R.Gould,PK,CHI,8153,594,196.78,78,614
K.Robinson,RB,NO,11466,1232,196.97,95,667
B.Church,S,DAL,10074,205,198.04,90,547
J.Hardy,WR,ATL,12185,663,198.47,48,621
K.Cousins,QB,WAS,10700,557,198.82,34,695
J.White,RB,NE,11747,1035,199.90,86,702
M.Floyd,WR,SD,1600,1077,200.36,31,619
J.Amaro,TE,NYJ,11696,602,201.23,108,470
C.Beasley,WR,DAL,10973,1081,201.46,35,477
G.Hartley,PK,FA*,9360,396,201.79,74,558
K.Williams,RB,BUF,12160,716,201.87,45,629
P.Dawson,PK,SF,3494,731,202.49,6,540
D.Amendola,WR,NE,9308,1051,203.55,13,626
B.Watson,TE,NO,7422,532,203.72,24,714
N.Giants,Def,NYG,0517,398,203.80,28,358
C.Shorts,WR,HOU,10362,1133,204.07,41,507
M.Sanu,WR,CIN,10723,942,204.60,52,476
M.Davis,RB,SF,12164,544,204.94,85,619
T.Riddick,RB,DET,11188,767,205.28,59,552
N.Novak,PK,HOU,8144,767,205.86,91,616
C.Walford,TE,OAK,12210,588,206.06,65,612
J.Brown,PK,NYG,7150,593,206.52,67,578
C.Catanzaro,PK,ARI,11960,1013,208.07,99,694
T.Buccaneers,Def,TBB,0525,408,208.42,46,370
G.Zuerlein,PK,STL,10868,838,209.34,85,717
D.Hopkins,PK,WAS,11387,293,209.57,76,692
R.Fitzpatrick,QB,NYJ,8062,462,210.33,43,659
N.Folk,PK,NYJ,8851,462,210.35,104,635
T.Rawls,RB,SEA,12169,367,210.44,10,713
L.Hankerson,WR,BUF,10307,665,211.70,74,616
S.Chargers,Def,SD,0514,220,211.74,49,356
R.Bullock,PK,NYJ,10862,603,211.91,74,614
D.Smelter,WR,SF,12204,392,212.09,64,624
B.Oliver,RB,SD,11941,859,212.29,37,570
A.Falcons,Def,ATL,0526,202,212.93,81,354
C.Bears,Def,CHI,0521,251,212.97,73,378
M.Nugent,PK,CIN,7859,207,213.04,125,538
C.Sturgis,PK,PHI,11384,510,213.10,107,616
L.Taliaferro,RB,BAL,11809,857,213.75,69,691
J.Cook,TE,STL,9474,733,214.48,12,618
J.Huff,WR,PHI,11684,640,214.99,74,465
J.Jaguars,Def,JAC,0509,235,215.67,112,370
J.Hunter,WR,TEN,11212,485,216.04,34,609
S.Ridley,RB,NYJ,10334,643,216.22,94,476
Z.Zenner,RB,DET,12264,563,216.22,65,696
K.Bell,WR,TBB,12195,417,218.73,86,654
C.Polk,RB,HOU,10710,637,218.95,75,634
L.Dunbar,RB,DAL,10961,773,219.00,75,567
K.Aiken,WR,BAL,10651,461,220.35,49,579
R.Rice,RB,FA*,9094,643,220.97,54,655
G.Gano,PK,CAR,9694,374,221.18,70,704
D.Williams,RB,MIA,11886,484,222.63,40,637
V.Green,TE,DEN,10432,661,223.12,96,532
S.Suisham,PK,PIT,8160,397,224.93,68,660
B.Hoyer,QB,HOU,9714,362,225.52,67,710
T.McBride,WR,TEN,12260,311,227.81,120,678
S.Bailey,WR,STL,11223,486,228.65,86,537
R.Turbin,RB,DAL,10714,541,229.22,108,599
N.Toon,WR,STL,10731,445,229.24,117,708
M.Wilson,WR,CHI,11231,489,229.73,104,554
S.Chandler,TE,NE,8735,397,230.14,49,638
G.Smith,QB,NYJ,11150,327,230.40,64,573
J.Garoppolo,QB,NE,11760,510,230.95,68,573
B.Osweiler,QB,DEN,10702,394,231.03,79,543
R.Woods,WR,BUF,11228,515,231.39,65,467
M.Sanchez,QB,PHI,9429,445,231.68,97,684
T.Richardson,RB,FA*,10706,377,231.69,100,551
M.Asiata,RB,MIN,10998,379,232.52,45,759
J.Manziel,QB,CLE,11641,523,233.77,82,637
J.Hayne,RB,SF,12256,205,233.93,24,713
C.Brown,WR,CAR,11972,315,235.37,59,652
G.Jennings,WR,MIA,8293,460,236.47,21,660
B.Bolden,RB,NE,10932,195,236.56,69,671
J.McCown,QB,CLE,6589,206,236.73,95,621
J.Blackmon,WR,JAC,10719,309,237.57,96,646
J.Crowder,WR,WAS,12184,237,237.80,83,623
B.Hartline,WR,CLE,9545,379,240.61,68,658
J.Kearse,WR,SEA,11076,278,241.34,50,692
R.Greene,WR,JAC,12183,334,241.39,115,627
M.Rivera,TE,OAK,11258,439,241.68,50,567
D.Waller,WR,BAL,12263,274,242.52,116,489
J.James,TE,PIT,12211,263,242.63,76,602
K.Carey,RB,CHI,11652,327,243.01,119,602
C.Gillmore,TE,BAL,11786,247,246.08,97,700
D.Carter,WR,FA,12102,292,247.06,130,616
T.Pryor,WR,CLE,10500,231,247.81,96,612
A.Dobson,WR,NE,11214,339,247.81,111,669
Z.Stacy,RB,NYJ,11189,334,248.70,75,588
C.Matthews,WR,BAL,11752,319,252.12,17,629
J.Tamme,TE,ATL,9176,310,253.59,103,690
H.Douglas,WR,TEN,9144,246,254.33,18,661
B.Powell,RB,NYJ,10369,197,254.56,107,731
A.Wilson,WR,KC,11890,308,256.11,55,678
N.Paul,TE,WAS,10394,230,256.17,154,609
A.Hawkins,WR,CLE,10601,328,256.58,65,621
G.Escobar,TE,DAL,11251,258,257.97,115,514
R.Housler,TE,CHI,10333,209,258.10,92,591
P.Richardson,WR,SEA,11681,200,260.38,130,715
T.Cadet,RB,NO,10978,253,262.74,112,599
M.Brown,WR,BAL,11481,228,263.00,99,558
R.Mallett,QB,BAL,10268,197,264.16,81,649
M.Pruitt,TE,MIN,12309,206,269.94,148,650
B.Petty,QB,NYJ,12144,204,272.38,157,620
G.Grayson,QB,NO,12146,205,275.34,143,615
