name,position,team,id,draftsSelectedIn,averagePick,minPick,maxPick
J.Amaro,TE,NYJ,11696,1289,182.50,23,487
P.Steelers,Def,PIT,0510,1999,182.70,35,428
J.Cook,TE,STL,9474,1692,183.78,38,578
K.Chancellor,S,SEA,9947,212,184.01,49,337
J.Locker,QB,TEN,10279,1262,184.32,26,498
G.Graham,TE,HOU,9936,1696,184.53,45,619
D.Moncrief,WR,IND,11677,692,184.86,14,512
B.Brown,RB,BUF,10905,1252,185.10,45,513
R.Gould,PK,CHI,8153,2820,186.22,39,619
R.Hillman,RB,DEN,10812,1622,186.29,36,540
S.Graham,PK,NO,6475,2255,187.36,29,535
M.Bryant,PK,ATL,6789,2975,187.66,39,514
J.Starks,RB,GB,9987,1709,187.70,71,553
D.McCluster,RB,TEN,9856,1464,188.10,45,466
H.Douglas,WR,ATL,9144,1594,188.77,30,504
E.Manuel,QB,BUF,11154,978,189.15,11,479
R.Streater,WR,OAK,10955,1439,189.32,70,565
R.Helu,RB,WAS,10355,1648,189.56,38,586
R.Rodgers,TE,GB,11785,1315,189.58,33,474
N.Novak,PK,SD,8144,2609,190.02,17,536
J.Brown,WR,ARI,11783,1160,190.10,26,569
M.Floyd,WR,SD,1600,1405,191.81,31,518
G.Smith,QB,NYJ,11150,971,191.82,11,452
C.Parkey,PK,PHI,11966,657,193.05,29,412
C.Anderson,RB,DEN,11454,1113,193.36,18,522
S.Janikowski,PK,OAK,5666,1279,193.44,32,517
M.Lattimore,RB,FA,11198,823,193.57,7,499
N.Jets,Def,NYJ,0505,1247,193.98,48,370
S.Johnson,WR,SF,9269,1217,194.02,15,486
P.Eagles,Def,PHI,0518,1082,194.06,32,432
B.Cunningham,RB,STL,11432,877,194.12,17,534
A.Brown,RB,FA,9565,594,194.21,77,506
B.McManus,PK,DEN,11947,263,195.57,20,504
N.Giants,Def,NYG,0517,794,195.72,25,503
S.Hill,QB,STL,7194,342,196.50,24,616
M.Bryant,WR,PIT,11688,509,196.50,23,477
D.Brown,RB,SD,9456,1215,196.89,66,534
B.LaFell,WR,NE,9843,1067,196.91,49,534
J.McKinnon,RB,MIN,11761,667,197.57,32,480
D.Lions,Def,DET,0522,861,197.93,5,511
M.Sanu,WR,CIN,10723,971,197.95,39,559
K.Thompkins,WR,OAK,11440,1091,198.12,66,489
D.Carr,QB,OAK,11644,704,198.55,15,459
R.Fitzpatrick,QB,HOU,8062,657,199.10,22,522
G.Zuerlein,PK,STL,10868,1558,199.13,22,502
M.Cassel,QB,MIN,8042,447,199.72,17,622
J.Rodgers,RB,ATL,10300,1026,199.80,30,607
I.Crowell,RB,CLE,11668,562,201.00,20,497
I.Colts,Def,IND,0502,652,201.77,73,427
J.Cotchery,WR,CAR,7498,1105,202.14,38,478
A.Henery,PK,FA*,10365,865,202.21,49,583
A.Hurns,WR,JAC,11925,383,202.41,33,624
P.Richardson,WR,SEA,11681,507,202.50,24,522
J.Landry,WR,MIA,11680,535,202.96,27,453
M.Vikings,Def,MIN,0524,434,203.52,41,535
N.Folk,PK,NYJ,8851,928,204.40,36,527
N.Freese,PK,FA,11866,1004,204.47,20,526
B.Celek,TE,PHI,8838,550,205.10,17,570
M.Dolphins,Def,MIA,0503,521,205.49,56,527
M.Williams,WR,FA,9927,949,206.73,9,557
M.Wilson,WR,CHI,11231,363,207.40,34,501
S.Johnson,RB,JAC,11663,434,207.62,24,510
L.Murray,RB,OAK,11390,546,207.92,25,545
D.Carpenter,PK,BUF,9299,764,207.96,55,617
D.Archer,RB,PIT,11784,687,207.96,9,485
M.Nugent,PK,CIN,7859,609,208.97,88,524
S.Suisham,PK,PIT,8160,804,210.48,62,538
D.Cowboys,Def,DAL,0516,228,210.73,40,363
A.Caldwell,WR,DEN,9050,313,210.75,39,600
A.Holmes,WR,OAK,10674,554,211.98,50,529
C.Lyerla,TE,FA,11704,240,212.25,30,421
R.Succop,PK,TEN,9686,560,213.41,66,535
M.Schaub,QB,OAK,7480,398,213.43,36,541
D.Moore,WR,OAK,10388,666,213.79,30,523
A.Quarless,TE,GB,9960,320,214.12,50,581
G.Gano,PK,CAR,9694,628,214.25,76,621
A.Blue,RB,HOU,11834,579,214.69,29,608
R.Turbin,RB,SEA,10714,629,215.14,45,616
W.Redskins,Def,WAS,0520,259,215.82,87,383
S.Chargers,Def,SD,0514,359,216.55,77,381
M.Lewis,TE,JAC,8269,486,218.59,51,526
S.Taylor,RB,ARI,11176,552,218.90,39,566
M.Vick,QB,NYJ,4891,440,219.39,8,540
L.Seastrunk,RB,TEN,11651,324,219.85,40,484
J.Kearse,WR,SEA,11076,510,220.41,52,493
J.Feely,PK,CHI,4883,258,220.43,91,536
L.Taliaferro,RB,BAL,11809,418,220.77,44,520
C.Sturgis,PK,MIA,11384,343,220.84,71,521
D.Thomas,RB,KC,11659,417,220.89,23,560
L.Toilolo,TE,ATL,11252,527,222.67,61,484
B.Hoyer,QB,CLE,9714,320,222.96,25,543
J.Brown,PK,NYG,7150,259,223.70,83,587
T.Titans,Def,TEN,0508,262,225.14,65,390
C.Polk,RB,PHI,10710,487,225.21,5,559
M.Brown,WR,BAL,11481,389,227.11,25,489
B.Rainey,RB,TBB,10929,320,227.53,53,551
B.Quick,WR,STL,10735,375,227.65,91,531
D.Rogers,WR,KC,11226,310,228.32,113,582
J.Janis,WR,GB,11870,258,228.65,63,497
M.Tolbert,RB,CAR,9315,273,229.44,79,612
N.Washington,WR,TEN,8117,370,230.61,13,554
B.Green-Ellis,RB,FA*,9347,234,230.89,51,538
S.Chandler,TE,BUF,8735,261,235.28,66,517
T.Riddick,RB,DET,11188,343,235.97,89,493
K.Cousins,QB,WAS,10700,290,236.00,32,522
J.Gresham,TE,CIN,9838,296,236.56,80,541
C.Fiedorowicz,TE,HOU,11698,272,237.47,42,504
C.Johnson,WR,MIN,11409,279,240.83,134,535
L.Moore,WR,PIT,8178,271,242.21,88,553
S.Hill,WR,CAR,10800,263,243.83,67,467
J.Todman,RB,JAC,10301,298,244.11,114,532
B.Bostick,TE,GB,11125,212,244.13,127,591
J.Finley,TE,FA*,9150,239,244.63,114,520
G.Escobar,TE,DAL,11251,280,246.29,44,475
S.Bailey,WR,STL,11223,233,246.66,105,596
M.Rivera,TE,OAK,11258,267,252.22,105,505
J.Kerley,WR,NYJ,10392,231,253.55,88,546
