"name","position","team","points","sdPts","value","averagePick","fteam","tsel","posOrd","year","expValue_m","expValue_v","expResid_m","expResid_v"
"C.Anderson","RB","DEN",56.9074747474747,22.2481885040688,193.3,193.36,-1,TRUE,62,2014,62.793298726583,32.5869875201474,5.88582397910829,32.5869875201474
"C.Clay","TE","MIA",126.997346153846,10.0138828294314,107.5,132.96,-1,TRUE,14,2014,115.852359812513,88.9696001463965,-11.1449863413329,88.9696001463965
"C.Fiedorowicz","TE","HOU",57.1433928571429,22.3794893854409,10.8,237.47,-1,TRUE,34,2014,52.1991431516553,59.1878883658955,-4.94424970548762,59.1878883658955
"C.Fleener","TE","IND",91.9193846153846,12.788411189683,150.9,176.31,-1,TRUE,22,2014,73.8827507113748,80.1198960950578,-18.0366339040098,80.1198960950578
"C.Hyde","RB","SF",105.563217948718,26.7780550216501,70.1,106.36,-1,TRUE,33,2014,109.896324107548,90.6093600717718,4.33310615882991,90.6093600717718
"C.Ivory","RB","NYJ",103.381820512821,16.1310386376673,142.3,164.58,-1,TRUE,49,2014,108.078750097987,87.5834590737132,4.69692958516589,87.5834590737131
"C.Johnson","RB","NYJ",180.165525641026,22.6638499949122,103.4,66.93,-1,TRUE,23,2014,135.762504914483,98.794949319601,-44.4030207265432,98.794949319601
"C.Johnson","WR","DET",275.505198357198,11.3248875615531,191.2,5.71,-1,TRUE,1,2014,213.615177022921,660.315086340278,-61.8900213342773,660.315086340278
"C.Kaepernick","QB","SF",290.919622710623,16.4693111524053,247.7,84.43,-1,TRUE,10,2014,248.671945018901,411.730055567442,-42.2476776917221,411.730055567442
"C.Latimer","WR","DEN",68.3868896103896,15.6843075365419,3.3,166.57,-1,TRUE,61,2014,67.5895498593962,35.8738185596408,-0.797339750993385,35.8738185596409
"C.Michael","RB","SEA",78.8377692307692,30.1524936521394,18.2,135.4,-1,TRUE,42,2014,83.7047031731284,51.072817487946,4.86693394235918,51.0728174879461
"C.Newton","QB","CAR",289.560174358974,13.1981372968432,243.9,70.57,-1,TRUE,9,2014,247.611469558817,402.087344901796,-41.9487048001566,402.087344901797
"C.Palmer","QB","ARI",241.995715384615,19.479945504794,101.5,146.96,-1,TRUE,17,2014,216.566861055986,232.88383582514,-25.4288543286293,232.88383582514
"C.Patterson","WR","MIN",193.29241025641,17.7651812221182,85.6,43.96,-1,TRUE,16,2014,152.447628550238,88.2866943054859,-40.8447817061715,88.2866943054857
"C.Polk","RB","PHI",42.9227272727273,16.5366904357608,52.3,225.21,-1,TRUE,76,2014,49.8254822946037,29.4099303015011,6.90275502187638,29.4099303015011
"C.Shorts","WR","JAC",148.201128066378,16.0646344501285,84.9,122.04,-1,TRUE,43,2014,118.261351320551,61.504797616918,-29.9397767458273,61.504797616918
"C.Spiller","RB","BUF",184.205512820513,14.4467124375111,63.9,42.75,-1,TRUE,16,2014,137.932127412645,100.909056648301,-46.2733854078682,100.909056648301
"D.Adams","WR","GB",68.4342045454545,21.5156984640919,81.6,175.64,-1,TRUE,65,2014,67.6290935099832,35.8822582836855,-0.805111035471334,35.8822582836855
"D.Allen","TE","IND",107.062641025641,15.6452106527735,101,160.12,-1,TRUE,20,2014,94.8862004327494,68.4732102120267,-12.1764405928916,68.4732102120268
"D.Amendola","WR","NE",123.974136752137,25.7112115581185,46.5,132.58,-1,TRUE,49,2014,105.313298344693,47.7575569887945,-18.6608384074437,47.7575569887945
"D.Archer","RB","PIT",48.5299747474747,24.8112029620541,11.3,207.96,-1,TRUE,70,2014,54.9965129833895,29.8835422907351,6.4665382359148,29.8835422907351
"D.Baldwin","WR","SEA",133.693444444444,12.7722416925085,135.8,168.47,-1,TRUE,62,2014,108.773477293428,50.8363855269963,-24.9199671510164,50.8363855269964
"D.Bowe","WR","KC",149.438461538462,9.8289550022318,103.4,110.76,-1,TRUE,39,2014,119.351412153178,62.1700448683986,-30.0870493852842,62.1700448683986
"D.Brees","QB","NO",341.773335531136,11.744030637119,299.4,18.68,-1,TRUE,3,2014,228.548101112072,858.390564973532,-113.225234419064,858.390564973532
"D.Brown","RB","SD",73.1595384615385,15.5578981046894,58.1,196.89,-1,TRUE,64,2014,78.1501153803011,44.3270605586946,4.99057691876257,44.3270605586946
"D.Bryant","WR","DAL",252.569558907759,10.0543061764063,272,11.68,-1,TRUE,3,2014,191.323479403207,404.815818376898,-61.2460795045519,404.815818376899
"D.Carr","QB","OAK",132.296805194805,66.4933416985022,186.5,198.55,-1,TRUE,29,2014,158.669722127647,872.309068705612,26.372916932842,872.309068705612
"D.Freeman","RB","ATL",103.002643578644,44.4061122952273,72.3,118.45,-1,TRUE,36,2014,107.750723558357,86.9981318652056,4.74807997971337,86.9981318652056
"D.Hopkins","WR","HOU",141.473179487179,13.0583052872246,192,106.41,-1,TRUE,38,2014,113.110032315932,56.3544559082491,-28.3631471712475,56.3544559082491
"D.Jackson","WR","WAS",179.074076923077,12.5979614166222,181.6,54.53,-1,TRUE,21,2014,144.645964757145,77.0324845945125,-34.4281121659324,77.0324845945123
"D.McCluster","RB","TEN",102.132799422799,19.9143159394497,51.8,188.1,-1,TRUE,60,2014,106.984662474618,85.5985922023115,4.85186305181868,85.5985922023115
"D.McFadden","RB","OAK",125.782833333333,22.7235649901399,102.6,134.34,-1,TRUE,41,2014,120.880969088678,102.577736472614,-4.90186424465472,102.577736472614
"D.Moncrief","WR","IND",36.2318181818182,21.7326420417223,80.1,184.86,-1,TRUE,68,2014,44.0586096640231,58.3152677941221,7.82679148220488,58.315267794122
"D.Moore","WR","OAK",88.0343461538462,21.2906070920807,16.1,213.79,-1,TRUE,84,2014,85.9822075823614,38.0709500416352,-2.05213857148481,38.0709500416352
"D.Murray","RB","DAL",240.455475413475,16.1591315026663,322.6,17.98,-1,TRUE,8,2014,165.08573294461,429.06207007702,-75.3697424688652,429.06207007702
"D.Pitta","TE","BAL",152.33813014763,14.9486218637504,20.5,93.12,-1,TRUE,10,2014,133.432062498034,91.0393679214021,-18.9060676495955,91.0393679214021
"D.Sproles","RB","PHI",142.664833333333,17.5231752231945,141.1,102.75,-1,TRUE,32,2014,123.88846995155,106.800393742236,-18.776363381783,106.800393742236
"D.Thomas","RB","KC",41.5952380952381,15.6160236692346,60.9,220.89,-1,TRUE,75,2014,48.6090238458747,29.5262610470697,7.01378575063657,29.5262610470697
"D.Thomas","WR","DEN",262.776805638806,15.7752422068637,285.4,8.74,-1,TRUE,2,2014,200.970270383444,489.285514759225,-61.8065352553618,489.285514759225
"D.Walker","TE","TEN",123.978294871795,7.12044094431328,142.5,162.18,-1,TRUE,21,2014,113.578972387873,86.9290915521059,-10.3993224839224,86.9290915521058
"D.Williams","RB","CAR",137.797576923077,15.1828035493643,26.8,137.08,-1,TRUE,43,2014,123.308711570186,107.095369287542,-14.4888653528913,107.095369287542
"D.Woodhead","RB","SD",152.468256410256,12.4983924819346,9.7,109.21,-1,TRUE,34,2014,124.997357129618,101.558191081259,-27.4708992806379,101.558191081259
"E.Decker","WR","NYJ",169.330683760684,15.0300874159864,163.2,80.48,-1,TRUE,32,2014,137.985454631053,73.3252784235745,-31.3452291296307,73.3252784235744
"E.Ebron","TE","DET",100.245141025641,12.0135863878126,43.3,133.88,-1,TRUE,15,2014,84.6632521036386,66.1969671447373,-15.5818889220024,66.1969671447373
"E.Lacy","RB","GB",248.771337773338,16.5867939891323,250.6,8.35,-1,TRUE,5,2014,168.55983534207,606.096310405888,-80.2115024312678,606.096310405888
"E.Manning","QB","NYG",224.706987179487,14.9145492194301,266.5,159.41,-1,TRUE,22,2014,206.901046536422,426.65814832956,-17.8059406430646,426.65814832956
"E.Manuel","QB","BUF",194.925869230769,39.0786678458419,57.6,189.15,-1,TRUE,26,2014,200.142262924868,693.754143283439,5.21639369409943,693.754143283439
"E.Sanders","WR","DEN",177.842863247863,17.712214426701,251.3,69.89,-1,TRUE,27,2014,143.891169191617,76.6334263677315,-33.9516940562459,76.6334263677314
"F.Gore","RB","SF",178.532756410256,12.5800922644661,152.9,65.53,-1,TRUE,22,2014,134.891220729362,98.1561581442423,-43.6415356808942,98.1561581442423
"F.Jackson","RB","BUF",157.542448717949,16.0106757450136,151.7,112.6,-1,TRUE,35,2014,125.952394538829,98.5627038524292,-31.5900541791202,98.562703852429
"G.Bernard","RB","CIN",225.33370984571,18.3203211626139,166.4,19.91,-1,TRUE,9,2014,158.483581450444,236.139919215573,-66.8501283952664,236.139919215573
"G.Escobar","TE","DAL",57.5547619047619,14.222169983783,39,246.29,-1,TRUE,36,2014,52.5029325462124,59.2490866618939,-5.05182935854954,59.2490866618939
"G.Graham","TE","HOU",100.030025641026,13.569976562155,34.7,184.53,-1,TRUE,26,2014,84.3514534871572,66.2900456938469,-15.6785721538688,66.2900456938469
"G.Jennings","WR","MIN",140.282606837607,18.0960695176575,138.7,147.35,-1,TRUE,52,2014,112.338774315648,55.3268007460469,-27.943832521959,55.3268007460469
"G.Olsen","TE","CAR",150.885210900211,6.00618382289724,177.8,88.93,-1,TRUE,9,2014,132.578751855882,90.6021410805339,-18.3064590443294,90.6021410805338
"G.Smith","QB","NYJ",191.404294871795,33.3968711449026,145.8,191.82,-1,TRUE,27,2014,199.284115769355,720.943999018182,7.87982089755992,720.943999018182
"G.Tate","WR","DET",165.274273504274,14.9669894507671,208.6,87.79,-1,TRUE,34,2014,134.622382100609,70.8615659259175,-30.651891403665,70.8615659259174
"H.Douglas","WR","ATL",124.422243589744,19.8950898180579,93.1,188.77,-1,TRUE,69,2014,105.463233456726,47.7878766532148,-18.9590101330181,47.7878766532149
"H.Miller","TE","PIT",128.793487179487,10.1721982234216,127.1,149.26,-1,TRUE,17,2014,117.176049555835,90.2604452622658,-11.617437623652,90.2604452622658
"H.Nicks","WR","IND",122.458487179487,18.7909331586901,83.5,127.29,-1,TRUE,47,2014,104.810674517696,47.6330207773752,-17.6478126617907,47.6330207773753
"I.Crowell","RB","CLE",39.1394444444445,14.6174789303005,116.9,201,-1,TRUE,67,2014,46.3659976525265,30.035007708053,7.22655320808201,30.035007708053
"J.Amaro","TE","NYJ",78.0407692307692,17.1704466557796,65.5,182.5,-1,TRUE,24,2014,64.6512521267438,73.7575946936658,-13.3895171040254,73.7575946936658
"J.Bell","RB","DET",186.889987179487,14.8071819291414,177.2,68.61,-1,TRUE,24,2014,139.374213559946,102.816036193003,-47.5157736195407,102.816036193003
"J.Boykin","WR","GB",127.840696581197,15.8483642519426,3.8,149.79,-1,TRUE,53,2014,106.56521006911,48.4475040628102,-21.2754865120874,48.4475040628102
"J.Cameron","TE","CLE",162.033807192807,8.78831098226514,66.4,55.43,-1,TRUE,4,2014,138.441925078903,103.337214972134,-23.5918821139037,103.337214972134
"J.Cook","TE","STL",105.476346153846,9.52756221965299,107.4,183.78,-1,TRUE,25,2014,92.448748904608,67.1097948004196,-13.027597249238,67.1097948004197
"J.Cotchery","WR","CAR",115.311354700855,11.6062133412763,90,202.14,-1,TRUE,77,2014,102.851674666657,45.9494824943434,-12.4596800341979,45.9494824943434
"J.Cutler","QB","CHI",272.219443589744,24.2828817388169,246.2,88.86,-1,TRUE,11,2014,234.542593998746,262.867749178265,-37.6768495909982,262.867749178265
"J.Edelman","WR","NE",185.171777777778,10.9460860957154,184.1,61.43,-1,TRUE,23,2014,148.162094784387,80.2499446637612,-37.0096829933911,80.249944663761
"J.Flacco","QB","BAL",229.201505128205,12.6263173689062,258.4,159.09,-1,TRUE,21,2014,208.840970422931,371.633015820769,-20.3605347052736,371.633015820769
"J.Gordon","WR","CLE",57.0299166666667,38.5572546686526,42.3,124.81,-1,TRUE,46,2014,58.3736649146953,35.5061301672973,1.34374824802862,35.5061301672973
"J.Gresham","TE","CIN",80.0533461538462,18.6713245640035,104,236.56,-1,TRUE,33,2014,65.6308540052802,76.6908950006941,-14.422492148566,76.6908950006941
"J.Grimes","RB","HOU",83.0975714285714,21.7413969228918,26.9,180.15,-1,TRUE,56,2014,87.9471778564793,56.3232548786387,4.8496064279079,56.3232548786388
"J.Hill","RB","CIN",119.769371794872,22.6875372115962,194.4,125.53,-1,TRUE,38,2014,118.68855191941,99.8726744190847,-1.08081987546244,99.8726744190847
"J.Hunter","WR","TEN",131.494598290598,20.8740310205871,81.8,116.2,-1,TRUE,42,2014,107.849235237676,49.8209430627151,-23.6453630529225,49.8209430627152
"J.Janis","WR","GB",24.88,17.7150105842475,2.6,228.65,-1,TRUE,88,2014,37.6313840226503,105.944386075749,12.7513840226503,105.944386075748
"J.Jones","WR","ATL",243.622818614719,10.7747705002705,231.3,15.31,-1,TRUE,5,2014,184.260673965123,293.208304679145,-59.3621446495958,293.208304679145
"J.Jones","WR","OAK",128.970730769231,23.7926645280659,136.1,158.64,-1,TRUE,58,2014,106.939891138585,48.802792332242,-22.0308396306456,48.8027923322421
"J.Kearse","WR","SEA",83.1361388888889,16.1348370002952,80.8,220.41,-1,TRUE,85,2014,80.9536641960525,36.9477811985023,-2.18247469283642,36.9477811985023
"J.Kerley","WR","NYJ",103.111858974359,11.5751181171171,76,253.55,-1,TRUE,92,2014,98.3364060238464,43.2644067093543,-4.77545295051258,43.2644067093543
"J.Landry","WR","MIA",57.4993181818182,27.318109814986,148.9,202.96,-1,TRUE,80,2014,58.7381553803756,35.4392511781658,1.23883719855742,35.4392511781658
"J.Locker","QB","TEN",224.54307948718,33.4074064813465,61.8,184.32,-1,TRUE,25,2014,206.838509081953,428.611805847792,-17.7045704052271,428.611805847792
"J.Maclin","WR","PHI",170.796525641026,14.2924892351306,235.9,68.65,-1,TRUE,26,2014,139.105992292594,74.0654869987553,-31.6905333484322,74.0654869987552
"J.Manziel","QB","CLE",145.113587179487,70.3722550815694,10.9,158.04,-1,TRUE,20,2014,171.320768346862,907.270471124558,26.2071811673755,907.270471124558
"J.Matthews","WR","PHI",108.236431623932,23.0271177563362,168.7,129.28,-1,TRUE,48,2014,100.82778709383,44.9624944266928,-7.40864453010229,44.9624944266928
"J.McKinnon","RB","MIN",53.3779797979798,18.211664521577,80.8,197.57,-1,TRUE,65,2014,59.5044323836125,31.2156671450628,6.12645258563271,31.2156671450628
"J.Nelson","WR","GB",226.570107503607,7.05248631598472,278.9,22.16,-1,TRUE,8,2014,171.878405089347,170.539751862391,-54.6917024142603,170.539751862391
"J.Reed","TE","WAS",150.886621101121,17.8192013365942,69.5,81.98,-1,TRUE,7,2014,132.579592177534,90.602459411202,-18.3070289235875,90.602459411202
"J.Rodgers","RB","ATL",86.535,18.4182758806753,64.5,199.8,-1,TRUE,66,2014,91.4494017358089,60.6978452510468,4.91440173580886,60.6978452510468
"J.Starks","RB","GB",79.2044615384615,14.3386058400354,67.3,187.7,-1,TRUE,59,2014,84.0665958726638,51.5256014585836,4.8621343342023,51.5256014585837
"J.Stewart","RB","CAR",99.9600384615385,27.126828408777,132.8,164.46,-1,TRUE,48,2014,104.995036846519,81.8222187725363,5.03499838498098,81.8222187725363
"J.Thomas","TE","DEN",189.188513930514,15.9339486877312,141.4,28.76,-1,TRUE,2,2014,147.239085684594,325.772929098384,-41.9494282459204,325.772929098384
"J.Todman","RB","JAC",63.6667171717172,21.9511188366748,70.4,244.11,-1,TRUE,79,2014,69.0997469020336,36.1229402574392,5.43302973031643,36.1229402574392
"J.White","RB","NE",71.6735,16.8855309198273,8.6,171.1,-1,TRUE,53,2014,76.7131922280933,42.7425922402246,5.03969222809327,42.7425922402246
"J.Witten","TE","DAL",163.940426628927,7.55541250894538,132.3,71.62,-1,TRUE,6,2014,139.305805586803,108.437617493303,-24.6346210421239,108.437617493303
"K.Allen","WR","SD",198.707790598291,9.79699503378212,137.8,33.18,-1,TRUE,11,2014,155.212692116777,95.4939974022907,-43.4950984815138,95.4939974022905
"K.Benjamin","WR","CAR",148.364081196581,19.6127044211718,189.3,101.61,-1,TRUE,37,2014,118.402404535422,61.5978621989656,-29.9616766611588,61.5978621989656
"K.Britt","WR","STL",123.019247863248,18.8819315373884,118.2,158.95,-1,TRUE,59,2014,104.994800215757,47.6911841807596,-18.0244476474915,47.6911841807597
"K.Carey","RB","CHI",47.6553461538462,22.3994768078637,24,179.28,-1,TRUE,55,2014,54.1862707973739,29.7239073996766,6.53092464352765,29.7239073996766
"K.Cousins","QB","WAS",33.035,10.1007494221414,88.4,236,-1,TRUE,35,2014,57.3161628351189,464.268756957179,24.2811628351189,464.268756957179
"K.Davis","RB","KC",92.0533611111111,14.7965557739023,120.5,158.03,-1,TRUE,47,2014,97.139670050353,68.3257902520826,5.08630893924193,68.3257902520827
"K.Moreno","RB","MIA",147.130217948718,28.7333769381585,22.1,101.62,-1,TRUE,30,2014,124.362381321075,104.884169157012,-22.7678366276432,104.884169157012
"K.Robinson","RB","NO",84.000323953824,26.0650264403238,61,148.11,-1,TRUE,45,2014,88.8604595693861,57.4542521650815,4.86013561556212,57.4542521650815
"K.Rudolph","TE","MIN",143.407596681097,14.8680596011374,47.1,85.38,-1,TRUE,8,2014,127.81554239482,91.0774517314953,-15.5920542862768,91.0774517314953
"K.Stills","WR","NO",121.012628205128,10.9025721477043,141.4,142.12,-1,TRUE,51,2014,104.354637767437,47.3864885071616,-16.6579904376911,47.3864885071617
"K.Thompkins","WR","OAK",81.2185,26.3541978194809,29.4,198.12,-1,TRUE,76,2014,79.0186283633161,36.8125322128533,-2.19987163668396,36.8125322128533
"K.Wright","WR","TEN",181.411230769231,10.1458717890073,139.4,76.5,-1,TRUE,29,2014,146.033161578196,77.9791826656641,-35.378069191035,77.9791826656639
"L.Bell","RB","PIT",223.853346153846,18.1758948030358,329,25.61,-1,TRUE,10,2014,157.816110717515,223.935546211716,-66.0372354363305,223.935546211716
"L.Blount","RB","NE",94.0794230769231,24.01852798609,49.9,165.81,-1,TRUE,50,2014,99.2107853130048,71.4717304500286,5.13136223608171,71.4717304500286
"L.Dunbar","RB","DAL",97.2996538461539,17.5357542031804,41.1,169.61,-1,TRUE,52,2014,102.435273588932,77.0125524190931,5.13561974277835,77.0125524190931
"L.Fitzgerald","WR","ARI",205.633987179487,9.20601072228375,119.9,43.32,-1,TRUE,15,2014,158.887205453763,106.940071936678,-46.7467817257245,106.940071936678
"L.Green","TE","SD",115.515141025641,13.3096279617715,32.1,124.93,-1,TRUE,13,2014,106.164769360773,78.4997990345706,-9.35037166486758,78.4997990345706
"L.Miller","RB","MIA",139.271730769231,27.4150608392049,206.4,98.52,-1,TRUE,28,2014,123.494270121933,107.200091625035,-15.7774606472979,107.200091625035
"L.Moore","WR","PIT",96.7059358974359,18.1484863039005,40.8,242.21,-1,TRUE,90,2014,93.9159464795139,41.0314540863713,-2.78998941792198,41.0314540863713
"L.Murray","RB","OAK",51.1102272727273,19.1286551884387,79.2,207.92,-1,TRUE,69,2014,57.393024127263,30.5052999380463,6.28279685453565,30.5052999380463
"L.Taliaferro","RB","BAL",37.5405555555556,12.9788261325043,66.6,220.77,-1,TRUE,74,2014,44.9106704619255,30.6001384356385,7.3701149063699,30.6001384356385
"L.Toilolo","TE","ATL",79.754446969697,14.9740101410593,49.3,222.67,-1,TRUE,31,2014,65.4848525407776,76.2510620861625,-14.2695944289194,76.2510620861625
"M.Austin","WR","CLE",116.206841880342,24.2173662600196,92.3,174.9,-1,TRUE,64,2014,103.060085529609,46.1224325200565,-13.1467563507333,46.1224325200566
"M.Ball","RB","DEN",236.139091908092,16.5271633587358,31.9,16.97,-1,TRUE,7,2014,163.239727304295,359.325083274117,-72.8993646037968,359.325083274117
"M.Bennett","TE","CHI",132.602487179487,8.00880489086321,176.6,120.41,-1,TRUE,12,2014,119.96789496513,92.9992369233995,-12.6345922143566,92.9992369233995
"M.Brown","WR","BAL",73.8472222222222,17.1820636452992,37.5,227.11,-1,TRUE,86,2014,72.2074860703074,36.847078707802,-1.63973615191483,36.847078707802
"M.Bryant","WR","PIT",54.1511111111111,24.6925699576029,117.1,196.5,-1,TRUE,73,2014,56.1754500576059,36.1599063189519,2.02433894649482,36.1599063189519
"M.Cassel","QB","MIN",133.733743589744,48.2980221031558,21.9,199.72,-1,TRUE,31,2014,160.139321262952,877.846947274456,26.4055776732075,877.846947274456
"M.Colston","WR","NO",181.879871794872,12.7116697442113,147.7,77.38,-1,TRUE,31,2014,146.305049034868,78.2085105267423,-35.5748227600038,78.2085105267421
"M.Crabtree","WR","SF",198.680683760684,17.7020049374716,128.2,49.45,-1,TRUE,18,2014,155.198779044636,95.4548153309019,-43.4819047160475,95.4548153309018
"M.Floyd","WR","ARI",187.574166666667,9.58112960169334,139.8,52.17,-1,TRUE,20,2014,149.464304192736,82.2012564619225,-38.1098624739308,82.2012564619223
"M.Floyd","WR","SD",117.923256410256,16.6672629949728,147.6,191.81,-1,TRUE,71,2014,103.482157274709,46.5529813384709,-14.4410991355466,46.5529813384709
"M.Ingram","RB","NO",116.77308974359,22.6490587548291,175.4,132.05,-1,TRUE,40,2014,117.273637224473,98.5620807895564,0.500547480882696,98.5620807895563
"M.Jones-Drew","RB","OAK",157.028717948718,11.0176692373241,21.2,93.01,-1,TRUE,27,2014,125.831898664293,98.8404051938911,-31.1968192844245,98.840405193891
"M.Lee","WR","JAC",115.415670940171,12.8115017949701,67.6,153.57,-1,TRUE,55,2014,102.875796689024,45.9677375959886,-12.5398742511473,45.9677375959887
"M.Lewis","TE","JAC",94.1649487179487,11.3077288148794,41.6,218.59,-1,TRUE,30,2014,76.3565088546494,75.6924039621378,-17.8084398632994,75.6924039621378
