playerId,player,team,position,age,exp,bye,lower,upper,sdPts,dropoff,tier,ptSpread,overallECR,positionECR,sdRank,risk,sleeper,games,points,vor,vorLow,vorHigh,overallRank,positionRank,ptsGame,vorGame,vorGameLow,vorGameHigh,adp,auctionValue,adpDiff,cost,ppdollar
925,J.Charles,KC,RB,28,6,6,277.1625,322.33,21.6940783069624,12.6499486069486,1,45.1675,NA,NA,NA,6.70867834650783,NA,16,294.669473748474,148.62914041514,152.278044444444,155.184822222222,1,1,18.4168421092796,9.28932127594628,9.51737777777778,9.69905138888889,NA,NA,NA,1,294.669473748474
79607,L.McCoy,PHI,RB,26,5,7,262.193333333333,313.379454545455,19.1546091326548,10.0977070984571,2,51.1861212121212,NA,NA,NA,6.08398852733639,NA,16,284.225123709624,138.18479037629,137.308877777778,146.234276767677,2,2,17.7640702318515,8.63654939851815,8.58180486111111,9.1396422979798,NA,NA,NA,1,284.225123709624
234,M.Forte,CHI,RB,29,6,9,266.76,300.3559,13.9854305094226,21.2078043623043,2,33.5959,NA,NA,NA,4.81241047784411,NA,16,279.813926573427,133.773593240093,141.875544444444,133.210722222222,3,3,17.4883704108392,8.36084957750583,8.86722152777778,8.32567013888889,NA,NA,NA,1,279.813926573427
2495647,C.Johnson,DET,WR,29,7,9,257.106196969697,286.456196969697,11.3248875615531,17.8320160839161,1,29.35,NA,NA,NA,3.73318168204639,NA,16,275.505198357198,122.600112887113,118.973141414141,116.128041414141,4,1,17.2190748973249,7.66250705544456,7.43582133838384,7.25800258838384,NA,NA,NA,1,275.505198357198
2507164,A.Peterson,MIN,RB,29,7,10,254.20996969697,286.981300854701,14.1024480141234,23.8275000555001,3,32.7713311577312,NA,NA,NA,4.84119588094762,NA,16,268.440906648907,122.400573315573,129.325514141414,119.836123076923,5,4,16.7775566655567,7.65003583222333,8.08284463383838,7.4897576923077,NA,NA,NA,1,268.440906648907
497328,D.Thomas,DEN,WR,27,4,4,248.226721212121,273.062666666667,15.7752422068637,14.438487973138,2,24.8359454545455,NA,NA,NA,4.80753439998477,NA,16,262.776805638806,109.87172016872,110.093665656566,102.734511111111,6,2,16.4235503524254,6.86698251054501,6.88085410353535,6.42090694444445,NA,NA,NA,1,262.776805638806
2540168,E.Lacy,GB,RB,23,1,9,236.255555555556,268.108788888889,16.5867939891323,10.4740541125541,4,31.8532333333333,NA,NA,NA,5.45232581849088,NA,16,248.771337773338,102.731004440004,111.3711,100.963611111111,7,5,15.5482086108336,6.42068777750028,6.96069375,6.31022569444444,NA,NA,NA,1,248.771337773338
497278,D.Bryant,DAL,WR,26,4,11,239.625233333333,265.159106060606,10.0543061764063,8.7046113886114,3,25.5338727272727,NA,NA,NA,3.42645274170614,NA,16,252.569558907759,99.6644734376734,101.492177777778,94.8309505050505,8,3,15.7855974317349,6.22902958985459,6.34326111111111,5.92693440656566,NA,NA,NA,1,252.569558907759
2495207,D.Murray,DAL,RB,26,3,11,220.251675213675,262.161892929293,16.1591315026663,9.71907453657451,5,41.9102177156177,NA,NA,NA,5.34712414719686,NA,16,240.455475413475,94.4151420801421,95.3672196581197,95.0167151515152,9,6,15.0284672133422,5.90094638000888,5.96045122863248,5.9385446969697,NA,NA,NA,1,240.455475413475
497236,J.Graham,NO,TE,28,4,6,227.256070707071,247.813042735043,15.3976285132554,48.5472594627595,1,20.556972027972,NA,NA,NA,6.14591584965324,NA,16,235.601262348762,92.9006640951641,101.086630976431,90.9537477337477,10,1,14.7250788967976,5.80629150594776,6.31791443602694,5.68460923335923,NA,NA,NA,1,235.601262348762
