name,position,team,id,draftsSelectedIn,averagePick,minPick,maxPick
M.Forte,RB,NYJ,9122,4035,50.09,1,222
D.Baldwin,WR,SEA,10527,4106,51.08,6,214
D.Murray,RB,TEN,10302,4044,52.66,3,250
D.Brees,QB,NO,4925,3979,57.52,1,218
E.Decker,WR,NYJ,9881,4022,57.97,9,258
M.Floyd,WR,NE,10721,4094,59.17,18,306
J.Watt,DE,HOU,10272,257,59.70,1,182
T.Kelce,TE,KC,11244,4091,60.60,9,199
B.Roethlisberger,QB,PIT,7401,4035,61.12,1,166
J.Hill,RB,CIN,11654,4039,61.15,9,196
J.Langford,RB,CHI,12156,4021,62.62,17,303
J.Matthews,WR,PHI,11676,4013,64.45,18,210
L.Fitzgerald,WR,ARI,7393,4032,65.74,16,249
L.Kuechly,LB,CAR,10773,263,67.32,13,196
M.Gordon,RB,SD,12151,4036,67.85,7,204
T.Brady,QB,NE,5848,4032,70.15,1,250
D.Johnson,RB,CLE,12157,4013,72.35,29,228
J.Stewart,RB,CAR,9101,4038,72.59,14,246
E.Sanders,WR,DEN,9918,4023,72.88,13,251
A.Hurns,WR,JAC,11925,4022,73.78,14,243
D.Walker,TE,TEN,8416,4004,74.40,16,257
T.Lockett,WR,SEA,12187,4019,74.93,9,283
G.Bernard,RB,CIN,11193,4026,75.01,16,261
R.Mathews,RB,PHI,9851,4020,75.37,6,307
J.Brown,WR,ARI,11783,4008,77.48,2,298
M.Jones,RB,WAS,12162,4001,77.50,7,295
C.Fleener,TE,NO,10743,3994,78.43,22,371
B.Bortles,QB,JAC,11642,3972,80.07,9,225
D.Woodhead,RB,SD,9693,3998,80.76,9,330
J.Gordon,WR,CLE,10960,4004,81.22,5,451
D.Parker,WR,MIA,12176,4004,81.22,13,286
L.David,LB,TBB,10768,259,82.34,18,221
M.Jones,WR,DET,10738,4051,82.40,22,351
A.Foster,RB,FA,9690,3965,83.65,15,559
C.Palmer,QB,ARI,6929,3944,83.86,4,340
K.Mack,DE,OAK,11721,263,86.14,15,209
M.Crabtree,WR,OAK,9427,4079,86.15,14,277
A.Abdullah,RB,DET,12155,4013,87.12,9,263
K.White,WR,CHI,12177,3955,87.73,10,294
D.Jackson,WR,WAS,9075,4018,88.27,16,304
S.Shepard,WR,NYG,12658,4054,88.53,16,336
T.Eifert,TE,CIN,11250,3941,89.02,11,288
D.Henry,RB,TEN,12626,4010,92.30,15,389
F.Gore,RB,IND,7877,4015,92.44,14,390
N.Bowman,LB,SF,9840,259,93.21,21,235
E.Manning,QB,NYG,7391,4022,95.08,6,334
D.Williams,RB,PIT,8268,4067,95.74,2,424
T.Yeldon,RB,JAC,12153,3984,96.20,20,308
G.Barnidge,TE,CLE,9189,3941,97.02,27,335
Z.Ertz,TE,PHI,11247,3884,97.50,35,297
D.Lewis,RB,NE,10389,2888,97.67,15,420
J.Thomas,TE,JAC,10372,3914,99.22,27,315
D.Carr,QB,OAK,11644,3961,99.39,4,238
R.Jones,S,MIA,9966,245,100.24,25,232
S.Diggs,WR,MIN,12186,3946,101.46,5,282
P.Rivers,QB,SD,7394,3970,102.19,2,340
R.Jennings,RB,NYG,9680,4043,103.75,23,457
C.Coleman,WR,CLE,12646,3833,103.80,10,289
D.Broncos,Def,DEN,0511,3394,105.35,9,293
J.Winston,QB,TBB,12140,3941,106.51,3,255
W.Snead,WR,NO,11951,3908,107.85,34,349
C.Ivory,RB,JAC,10077,3972,108.11,22,368
J.Ajayi,RB,MIA,12154,3953,109.36,11,399
T.Smith,LB,JAC,11813,250,110.76,31,265
C.Sims,RB,TBB,11656,3870,112.38,42,329
A.Donald,DT,LA,11757,236,112.58,14,270
S.Seahawks,Def,SEA,0515,3452,112.98,10,246
T.Austin,WR,LA,11213,3932,113.34,25,282
K.Cousins,QB,WAS,10700,3949,114.98,2,322
A.Ogletree,LB,LA,11293,251,115.96,31,314
A.Cardinals,Def,ARI,0519,3385,116.61,24,411
A.Gates,TE,SD,7236,3875,117.23,17,406
C.Mosley,LB,BAL,11728,246,118.70,25,345
J.Graham,TE,SEA,9925,3974,119.10,14,299
S.Gostkowski,PK,NE,8359,3476,119.36,14,631
D.Funchess,WR,CAR,12205,3788,119.39,38,498
J.Forsett,RB,DEN,9278,3775,119.48,37,411
M.Thomas,WR,NO,12652,3668,120.92,9,337
E.Ansah,DE,DET,11267,233,121.06,31,292
M.Stafford,QB,DET,9431,3983,121.26,3,340
T.Benjamin,WR,SD,10737,3808,122.02,27,302
T.Mathieu,S,ARI,11313,241,123.32,26,282
C.Panthers,Def,CAR,0527,3387,124.22,16,292
J.Collins,LB,CLE,11349,246,124.22,33,270
L.Treadwell,WR,MIN,12645,3345,124.61,13,371
M.Bennett,TE,NE,9044,3915,124.92,7,330
M.Wheaton,WR,PIT,11229,3792,124.95,34,354
M.Mariota,QB,TEN,12141,3864,126.11,7,320
T.Taylor,QB,BUF,10413,3907,127.14,14,384
I.Crowell,RB,CLE,11668,3852,127.21,39,338
T.Smith,WR,SF,10289,3721,127.59,44,343
T.Riddick,RB,DET,11188,3733,127.77,21,451
D.Allen,TE,IND,10742,3753,128.34,40,299
L.Blount,RB,NE,9898,3924,128.44,2,691
B.Wagner,LB,SEA,10775,243,129.02,33,275
T.Coleman,RB,ATL,12152,3786,129.31,13,474
L.Green,TE,PIT,10744,2200,131.45,18,340
V.Jackson,WR,TBB,7873,3757,131.67,38,419
C.Dunlap,DE,CIN,9825,221,132.81,39,283
R.Quinn,DE,LA,10269,214,133.35,33,259
A.Dalton,QB,CIN,10313,3895,133.60,8,320
H.Texans,Def,HOU,0532,3442,135.12,31,266
K.Aiken,WR,BAL,10651,3523,135.46,53,380
M.Ryan,QB,ATL,9099,3868,137.04,1,439
E.Ebron,TE,DET,11695,3550,137.44,36,305
K.Chiefs,Def,KC,0512,3449,137.53,18,523
S.Ware,RB,KC,11199,3438,138.76,6,606
D.Green-Beckham,WR,PHI,12180,2849,139.13,22,330
D.Jackson,LB,IND,8275,240,140.47,50,345
J.Witten,TE,DAL,6997,3786,140.50,10,428
D.Booker,RB,DEN,12629,3565,140.84,21,314
J.Doctson,WR,WAS,12648,2314,141.74,25,374
W.Fuller,WR,HOU,12647,3257,142.38,26,363
C.Michael,RB,GB,11179,3249,142.98,43,520
S.Lee,LB,DAL,9866,240,144.49,1,333
B.Powell,RB,NYJ,10369,3579,144.56,52,570
M.Wilkerson,DE,NYJ,10314,208,145.04,37,271
T.Hill,WR,KC,12801,232,145.36,14,752
S.Coates,WR,PIT,12178,2946,145.49,40,420
L.Collins,S,NYG,12250,219,145.49,26,244
M.Sanu,WR,ATL,10723,3528,145.86,17,440
T.Boyd,WR,CIN,12650,3109,145.97,38,413
K.Dixon,RB,BAL,12632,2576,146.31,34,392
D.Washington,RB,OAK,12857,3404,147.80,11,460
J.White,RB,NE,11747,3008,148.02,8,606
P.Posluszny,LB,JAC,8669,230,148.66,49,365
C.Prosise,RB,SEA,12627,2397,148.68,47,414
T.Sharpe,WR,TEN,12657,2894,148.89,10,482
P.Dorsett,WR,IND,12188,3026,149.26,53,478
S.Smith,WR,FA,4974,3431,150.44,22,474
M.Bryant,WR,PIT,11688,644,150.49,37,496
J.Cook,TE,GB,9474,3316,150.97,21,473
V.Miller,LB,DEN,10267,223,151.43,25,339
M.Vikings,Def,MIN,0524,3342,151.45,31,319
S.Hauschka,PK,SEA,9319,3464,152.19,5,661
F.Cox,DT,PHI,10762,207,152.64,32,294
R.Tannehill,QB,MIA,10697,3265,152.95,28,384
J.McKinnon,RB,MIN,11761,3064,153.36,30,380
R.Matthews,WR,TEN,10903,3034,154.58,46,488
D.Sproles,RB,PHI,7942,3441,155.49,28,529
Z.Miller,TE,CHI,9611,3387,155.83,48,466
C.Hogan,WR,NE,10983,2898,156.95,26,427
T.Romo,QB,DAL,7260,2281,157.03,3,507
G.Gano,PK,CAR,9694,3384,157.39,27,628
B.Perriman,WR,BAL,12197,1790,158.32,35,424
L.Rams,Def,LA,0528,3281,158.67,36,455
D.Prescott,QB,DAL,12620,2417,159.09,2,618
H.Clinton-Dix,S,GB,11740,220,159.87,70,327
J.Howard,RB,CHI,12634,2112,160.36,8,468
H.Smith,S,MIN,10783,215,160.59,40,381
N.Patriots,Def,NE,0504,3135,160.79,7,356
J.Tucker,PK,BAL,10976,3390,160.81,40,672
C.Graham,S,BUF,8843,223,161.70,55,340
C.Bengals,Def,CIN,0506,3125,161.98,37,319
R.Fitzpatrick,QB,NYJ,8062,3055,162.04,4,636
B.Osweiler,QB,HOU,10702,2364,162.44,17,378
P.Perkins,RB,NYG,12631,1709,162.90,22,423
A.Seferian-Jenkins,TE,NYJ,11697,2377,164.78,53,384
A.Morris,RB,DAL,10870,2975,165.71,2,614
K.Williams,RB,PIT,12160,1190,166.47,45,414
J.Starks,RB,GB,9987,3088,167.32,46,454
G.Packers,Def,GB,0523,2498,167.39,25,367
D.Bailey,PK,DAL,10506,3362,167.40,13,633
D.Adams,WR,GB,11675,1784,167.95,7,479
T.West,RB,BAL,11746,1850,168.98,14,765
M.Crosby,PK,GB,8742,3311,169.27,29,640
J.Goff,QB,LA,12611,1011,169.63,28,412
L.Carroo,WR,MIA,12655,814,170.13,47,441
A.Smith,QB,KC,7813,1587,170.31,8,505
C.Walford,TE,OAK,12210,2141,170.49,72,492
T.Bridgewater,QB,MIN,11640,1136,170.62,18,375
M.Wallace,WR,BAL,9525,2578,170.97,53,490
C.Clay,TE,BUF,10409,2802,171.05,33,404
J.Flacco,QB,BAL,9064,2018,171.37,38,465
H.Henry,TE,SD,12676,1013,171.87,31,471
P.Steelers,Def,PIT,0510,2184,172.08,24,538
C.Catanzaro,PK,ARI,11960,3352,172.38,38,650
J.Allen,RB,BAL,12159,1829,174.30,61,435
N.Agholor,WR,PHI,12181,1391,174.31,25,469
P.Garcon,WR,WAS,9250,2522,174.41,51,503
N.Jets,Def,NYJ,0505,2606,174.47,53,514
M.Mitchell,WR,NE,12669,966,174.55,21,465
S.Vereen,RB,NYG,10303,2246,175.23,40,496
C.Wentz,QB,PHI,12610,968,175.70,23,465
C.West,RB,KC,12098,1953,177.46,27,497
J.Cutler,QB,CHI,8252,1569,178.76,13,536
O.Raiders,Def,OAK,0513,1872,178.94,61,463
T.Pryor,WR,CLE,10500,1498,179.45,31,776
K.Rudolph,TE,MIN,10312,1985,179.80,45,451
T.Ginn Jr.,WR,CAR,8673,2205,179.99,22,563
E.Rogers,WR,PIT,12731,930,180.35,29,561
B.McManus,PK,DEN,11947,2943,180.51,53,662
C.Boswell,PK,PIT,11936,2885,180.60,26,637
W.Smallwood,RB,PHI,12636,1214,180.93,86,473
R.Griffin III,QB,CLE,10696,1915,181.23,48,525
A.Vinatieri,PK,IND,2842,2784,181.29,43,678
V.Cruz,WR,NYG,10080,2172,182.48,36,638
P.Eagles,Def,PHI,0518,2100,182.49,67,474
C.Johnson,RB,ARI,9078,2195,183.75,23,781
B.Walsh,PK,FA,10872,2661,184.22,47,634
K.Stills,WR,MIA,11227,1502,184.48,53,606
B.Bills,Def,BUF,0501,1502,185.04,62,397
R.Aguayo,PK,TBB,12721,1852,185.19,14,632
T.Williams,WR,DAL,11211,1554,186.11,41,518
R.Kelley,RB,WAS,12887,749,186.18,41,465
K.Drake,RB,MIA,12630,839,186.38,22,493
J.Cameron,TE,MIA,10352,1593,187.54,53,468
S.Janikowski,PK,OAK,5666,1538,187.73,37,650
N.Novak,PK,HOU,8144,445,187.84,52,692
B.Miller,WR,HOU,12651,1096,187.99,59,425
N.Giants,Def,NYG,0517,1029,188.33,29,524
A.Hooper,TE,ATL,12677,790,188.83,60,479
V.McDonald,TE,SF,11257,1654,189.26,56,621
D.Cowboys,Def,DAL,0516,450,189.29,31,535
P.Lynch,QB,DEN,12612,840,189.41,30,523
T.Montgomery,WR,GB,12261,544,189.78,14,667
B.Ellington,WR,SF,11689,1079,190.03,68,618
W.Tye,TE,NYG,12532,1269,190.57,49,482
A.Boldin,WR,DET,6982,1759,190.62,65,804
M.Prater,PK,DET,8930,1137,190.90,40,683
C.Santos,PK,KC,11945,1847,190.98,28,688
J.James,TE,PIT,12211,1223,191.68,45,590
J.Jaguars,Def,JAC,0509,1200,191.79,68,487
V.Green,TE,DEN,10432,1351,191.94,38,733
K.Wright,WR,TEN,10720,1046,194.07,98,551
M.Bryant,PK,ATL,6789,775,194.32,20,657
C.Thompson,RB,WAS,11186,1485,194.36,89,577
J.Ferguson,RB,IND,12640,992,194.60,108,472
J.Crowder,WR,WAS,12184,840,194.80,30,597
M.Dolphins,Def,MIA,0503,747,195.38,67,537
D.McFadden,RB,DAL,9087,1173,196.14,38,681
R.Gould,PK,NYG,8153,696,196.43,32,654
S.Bradford,QB,MIN,9817,941,196.91,43,606
R.Rodgers,TE,GB,11785,1127,197.43,19,470
K.Marshall,RB,WAS,12643,752,198.57,98,429
B.Ravens,Def,BAL,0531,753,199.18,66,522
D.Lions,Def,DET,0522,369,199.19,73,474
A.Collins,RB,SEA,12628,626,199.45,39,529
J.Brown,PK,FA,7150,997,200.65,70,630
W.Redskins,Def,WAS,0520,647,202.47,92,411
I.Colts,Def,IND,0502,535,202.55,73,539
P.Cooper,WR,LA,12660,705,202.89,95,450
M.Nugent,PK,FA,7859,571,203.71,102,693
J.Strong,WR,HOU,12179,875,204.03,73,631
S.Draughn,RB,SF,10689,1242,204.35,112,643
T.Williams,WR,SD,12391,429,204.40,42,766
C.Spiller,RB,FA,9822,1287,204.54,73,548
J.Williams,RB,BUF,12635,720,204.54,27,549
D.Carpenter,PK,BUF,9299,450,206.05,37,635
N.Folk,PK,NYJ,8851,347,206.55,90,657
C.Conley,WR,KC,12257,776,206.94,70,524
T.Hightower,RB,NO,9196,1339,207.16,73,632
R.Woods,WR,BUF,11228,1040,208.48,93,458
C.Artis-Payne,RB,CAR,12161,1131,208.85,92,592
J.Janis,WR,GB,11870,585,209.33,82,710
B.Watson,TE,BAL,7422,686,209.41,68,644
C.Bears,Def,CHI,0521,301,209.78,64,424
T.Higbee,TE,LA,12678,717,210.19,99,521
J.Garoppolo,QB,NE,11760,720,212.28,73,540
J.Kearse,WR,SEA,11076,936,212.49,40,541
T.Buccaneers,Def,TBB,0525,412,212.52,114,505
M.Thomas,WR,LA,12675,462,213.46,61,648
J.Lambo,PK,SD,12417,398,213.70,81,667
T.Ervin,RB,HOU,12639,771,213.98,45,551
C.Beasley,WR,DAL,10973,607,214.08,21,636
D.Amendola,WR,NE,9308,929,214.51,34,572
S.49ers,Def,SF,0530,234,214.58,4,529
C.Barth,PK,CHI,9307,353,215.19,25,639
Z.Zenner,RB,DET,12264,672,215.33,35,646
P.Dawson,PK,SF,3494,216,216.53,89,656
M.Williams,TE,BAL,12206,518,218.13,88,599
B.Gabbert,QB,SF,10262,536,218.79,76,598
T.Siemian,QB,DEN,12381,462,219.71,22,651
D.Hopkins,PK,WAS,11387,316,220.12,74,666
D.Smelter,WR,SF,12204,368,220.13,65,692
R.Randle,WR,CHI,10725,519,220.14,105,561
K.Britt,WR,LA,9467,764,221.87,66,610
C.Kaepernick,QB,SF,10297,472,222.41,5,721
R.Higgins,WR,CLE,12656,445,223.86,90,588
R.Bush,RB,BUF,8243,494,225.80,51,824
J.Nelson,WR,ARI,12319,538,226.37,78,572
K.Bell,WR,FA,12195,340,226.64,95,603
C.Brate,TE,TBB,12110,614,226.95,75,658
M.Sanchez,QB,DAL,9429,317,227.89,76,597
K.Barner,RB,PHI,11177,419,228.28,115,591
B.LaFell,WR,CIN,9843,768,228.87,28,707
R.Hillman,RB,SD,10812,618,229.04,71,596
A.Blue,RB,HOU,11834,486,230.23,33,687
Q.Enunwa,WR,NYJ,11850,253,231.82,63,789
A.Ellington,RB,ARI,11175,701,231.84,42,567
J.Hardy,WR,ATL,12185,478,233.09,27,556
M.Gillislee,RB,BUF,11180,465,233.63,10,607
P.Richardson,WR,SEA,11681,217,236.68,58,739
T.Gaffney,RB,FA,11661,233,237.28,80,621
B.Cunningham,RB,LA,11432,532,237.40,58,706
K.Garrett,WR,CAR,12726,276,238.28,74,539
M.Lee,WR,JAC,11672,369,242.02,77,638
R.Turbin,RB,IND,10714,339,242.07,85,596
S.Roberts,WR,OAK,12471,457,244.07,64,621
C.Johnson,WR,MIN,11409,318,245.42,112,617
D.Lasco,RB,NO,12846,382,246.52,131,625
J.Heuerman,TE,DEN,12208,369,247.57,112,601
J.Amaro,TE,TEN,11696,441,249.00,118,773
T.Watson,RB,PHI,12390,365,249.24,121,518
J.Abbrederis,WR,DET,11682,359,249.45,18,626
J.Tamme,TE,ATL,9176,359,251.69,37,702
J.Payton,WR,CLE,12663,220,252.27,87,673
C.Moore,WR,BAL,12773,322,252.95,67,657
D.Washington,RB,DET,12845,305,253.62,89,619
S.Johnson,WR,SD,9269,275,255.15,115,744
K.Carey,RB,CHI,11652,395,257.68,113,777
D.Robinson,WR,KC,12785,238,258.28,27,753
J.Adams,TE,NYG,12681,256,259.43,102,582
M.Boehringer,WR,FA,12809,215,260.23,150,656
C.Hackenberg,QB,NYJ,12614,229,261.11,122,591
D.Heyward-Bey,WR,PIT,9452,241,261.49,51,656
C.Peake,WR,NYJ,12673,246,261.66,130,592
M.Davis,RB,SF,12164,219,262.77,22,799
K.Taylor,RB,SEA,12633,220,263.00,105,642
C.Gillmore,TE,BAL,11786,213,263.28,92,652
C.Jones,QB,BUF,12615,265,263.73,122,551
L.Donnell,TE,NYG,11521,221,264.92,78,732
D.Braverman,WR,CHI,12672,254,266.31,97,571
R.Louis,WR,CLE,12777,231,266.58,87,822
B.Coleman,WR,NO,11754,257,267.31,68,764
D.Smith,WR,NYJ,12182,211,268.55,5,610
L.Kendricks,TE,LA,10318,226,270.79,155,721
C.Latimer,WR,DEN,11758,254,274.19,137,642
R.Greene,WR,JAC,12183,226,277.87,121,701
K.Robinson,RB,NYJ,11466,215,281.27,139,718
